Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1
iron,007439-89-6,,"Fe;鉄（資源）;Fe reserves;iron reserves,Fe;鉄（資源）;Fe reserves;iron reserves",kg,Element or Compound,,,Emissions/water/unspecified,d1f838ff-0898-41fb-ae30-ef1fc7613fe6,,
mercury,007439-97-6,,"Hg;Hg;mercury,Hg;Hg;mercury",kg,Element or Compound,,,Emissions/water/unspecified,1cebe0f8-f933-48d6-94fa-d132e58680a0,,
manganese,007439-96-5,,"Mn;マンガン（資源）;Mn reserves;manganese reserves,Mn;マンガン（資源）;Mn reserves;manganese reserves",kg,Element or Compound,,,Emissions/water/unspecified,7b1a44af-f9a2-47c4-a628-4e3f3666292e,,
N total,,,"全窒素;t-N;N total;total nitrogen;t-N,t-N;N total;total nitrogen;t-N",kg,Other,,,Emissions/water/unspecified,fad06c1d-95a7-4fc0-875b-b553800c8605,,
ammonium,014798-03-9,,"NH4+;NH4+;ammonium ion;NH4+,NH4+;NH4+;ammonium ion;NH4+",kg,Element or Compound,,,Emissions/water/unspecified,dcbf4f32-e0d5-4c2d-bb9f-d7b2b4a7cd5b,,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,Element or Compound,,,Emissions/water/unspecified,bdb9e6bf-8e3a-4f61-847e-cb8f7cc99719,,
nickel compounds,,,"nickel compounds,nickel compounds",kg,Groups of Chemicals ,,,Emissions/water/unspecified,6ae8e391-cd0a-44e1-bf40-37554798eb91,,
oil and grease,,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,75555206-2d02-42ce-bf8c-7a02a21cf867,,
P total,,,"全燐;全リン;t-P;P;P total;total-phosphorus;t-P;P,t-P;P;P total;total-phosphorus;t-P;P",kg,Other,,,Emissions/water/unspecified,30e001fe-f9f5-46fb-b301-5112e07f7724,,
polycyclic aromatic hydrocarbons,,,"PAH,PAH",kg,Groups of Chemicals ,,,Emissions/water/unspecified,f3c9ba2f-5636-4c30-916a-1463d1f80f0a,,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,,,,Emissions/water/unspecified,cb04523a-d7fe-4ed7-b44b-e8a9e1ec0fd2,,
sulfur dioxide,007446-09-5,,"SO2;Sulphur dioxide;二酸化硫黄;無水亜硫酸;亜硫酸ガス;SO2;sulphur dioxide;sulphurous anhydride;sulphurous oxide,SO2;Sulphur dioxide;二酸化硫黄;無水亜硫酸;亜硫酸ガス;SO2;sulphur dioxide;sulphurous anhydride;sulphurous oxide",kg,Element or Compound,,,Emissions/water/unspecified,447ab692-308b-4bbd-9097-3e07f41b20c0,,
suspended solids,,,,kg,,,,Emissions/water/unspecified,0be6bb74-698a-4ec0-a10f-30a4cb3c57d2,,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,Element or Compound,,,Emissions/water/unspecified,8ebc8163-0354-4d3f-ab45-58e05dd33afc,,
copper,007440-50-8,,"Cu;銅（資源）;Cu reserves;copper reserves,Cu;銅（資源）;Cu reserves;copper reserves",kg,Element or Compound,,,Emissions/water/unspecified,8499bb55-ae39-40b4-b323-3aa4fc3d19c4,,
hydrocarbons,,,CxHy;hydrocarbons,kg,Groups of Chemicals ,,,Emissions/water/unspecified,ef5192df-df29-4427-9df6-782b39f657d5,,
hydrogen fluoride,007664-39-3,,"HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF,HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF",kg,Groups of Chemicals ,,,Emissions/water/unspecified,9782c96b-77a9-4d40-8abb-be72e3423830,,
2-methyl-4-chlorophenoxyacetic acid,000094-74-6,,"C9H9ClO3;MCPA;MCP;MCPA;(4-chloro-2-methylphenoxy)acetic acid;MCP;MCPA,C9H9ClO3;MCPA;MCP;MCPA;(4-chloro-2-methylphenoxy)acetic acid;MCP;MCPA",kg,Element or Compound,,,Emissions/water/unspecified,8e0a70fe-d49c-44dd-9897-50da032f3d79,,
"2,4-dichlorophenoxyacetic acid",000094-75-7,,"C8H6Cl2O3;2,4-D;2,4-PA;2,4-D;2,4-dichlorophenoxyacetic acid;2,4-PA;2,4-D,C8H6Cl2O3;2,4-D;2,4-PA;2,4-D;2,4-dichlorophenoxyacetic acid;2,4-PA;2,4-D",kg,,,,Emissions/water/unspecified,02e7a912-0953-4d8e-abf6-0b5295bd5701,,
diuron,000330-54-1,,"C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;ジウロン;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU,C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU",kg,,,,Emissions/water/unspecified,aee377e6-dfbf-42e3-bfae-02eb03ee527c,,
bromoxynil,001689-84-5,,"C7H3Br2NO;2,6-dibromo-4-cyanophenol,C7H3Br2NO;2,6-dibromo-4-cyanophenol",kg,,,,Emissions/water/unspecified,7bfc7e3b-ec58-408b-b3eb-3642989acb6d,,
dicamba,001918-00-9,,"C8H6Cl2O3;2,5-Dichloro-6-methoxybenzoic acid,C8H6Cl2O3;2,5-Dichloro-6-methoxybenzoic acid",kg,,,,Emissions/water/unspecified,229a3815-6599-47c5-856e-97f29a61bc8d,,
glyphosate,001071-83-6,,"C3H8NO5P;(carboxymethylamino)methylphosphonic acid,C3H8NO5P;(carboxymethylamino)methylphosphonic acid",kg,,,,Emissions/water/unspecified,7558e84b-744f-4ce5-a25d-3cbeaba83cf3,,
methyl parathion,000298-00-0,,"C8H10NO5PS;O,O-dimethyl O-(p-nitrophenyl) thionophosphate,C8H10NO5PS;O,O-dimethyl O-(p-nitrophenyl) thionophosphate",kg,,,,Emissions/water/unspecified,0243dc50-fb4f-4b87-b784-0364e66bc4c9,,
metribuzin,021087-64-9,,"C8H14N4OS,C8H14N4OS",kg,,,,Emissions/water/unspecified,15ece2ee-0ac9-4ac0-b24d-986b2e287c77,,
mancozeb,008018-01-7,,"C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate);mancozeb,C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethyl",kg,,,,Emissions/water/unspecified,ba0afff2-309c-433f-9b94-30e4293ea095,,
carbofuran,001563-66-2,,"C12H15NO3;2,2-dimethyl-2,2-dihydrobenzofuranyl-7-N-methylcarbamate;カルボフラン;2,2-ジメチル-2,2-ジヒドロベンゾフラニル-7-N-メチルカルバメート;2,3-dihydro-2,2-dimethyl-7-benzo[b]furanyl N-methylcarbamate;carbofuran;2,2-dimethyl-2,2-dihydrobenzofuranyl-7-N-methylcarbamate,C12H15NO3;2,2",kg,,,,Emissions/water/unspecified,e31c07fc-5ecc-4c51-bfd2-ed395169c549,,
phorate,000298-02-2,,"C7H17O2PS3;O,O-diethyl S-ethylmercaptomethyl dithiophosphate,C7H17O2PS3;O,O-diethyl S-ethylmercaptomethyl dithiophosphate",kg,,,,Emissions/water/unspecified,10ee9ba3-9b51-4d1e-a12b-6db128694c1c,,
triallate,002303-17-5,,"C10H16Cl3NOS;2,3,3-trichloro-2-propene-1-thiol diisopropylcarbamate,C10H16Cl3NOS;2,3,3-trichloro-2-propene-1-thiol diisopropylcarbamate",kg,,,,Emissions/water/unspecified,fc2c02c6-817b-4a7b-8f4a-a0f4c420fd6a,,
trifluralin,001582-09-8,,"C13H16F3N3O4;2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)-benzamine;トリフルラリン;2,6-ジニトロ-Ｎ,N-ジプロピル-4-(トリフルオロメチル)アニリン;a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine;trifluralin;2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)-benzamine,C13H16F3N3O4;2,6-Dinit",kg,,,,Emissions/water/unspecified,ffd976c2-225f-43f1-af7a-e57696b88c82,,
cypermethrin,052315-07-8,,"C22H19Cl2NO3;3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester;シペルメトリン;alpha-cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate;cypermethrin,C22H19Cl2NO3;3-(2,2-Dichloroethenyl)",kg,,,,Emissions/water/unspecified,f959011b-2555-474a-a689-24ba7e16d4e3,,
carbaryl,000063-25-2,,"C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthyl N-methylcarbamate;NAC;1-naphthalenol methylcarbamate,C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthy",kg,,,,Emissions/water/unspecified,543d27d1-f3a6-45e9-b1a2-96ae11fe503e,,
disulfoton,000298-04-4,,"C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2-(ethylthio)ethyl phosphorodithioate;ethylthiometon;disulfoton,C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2",kg,,,,Emissions/water/unspecified,f3ac5868-368f-42aa-a0d0-dd63dd2eadfb,,
malathion,000121-75-5,,"C10H19O6PS2;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;1,2-ジ(エトキシカルボニル)エチル O,O-ジメチルホスホロジチオアート;マラチオン;O,O-dimethyl-S-(1,2-dicarbethoxyethyl) phosphorodithioate;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;malathion,C10H19O6PS",kg,,,,Emissions/water/unspecified,ee447e9b-a573-4dd3-8b7b-3f23cefc0428,,
chlorpyrifos,002921-88-2,,"C9H11Cl3NO3PS;O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) phosphorothioic acid;クロルピリホス;O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate;chlorpyrifos,C9H11Cl3NO3PS;O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) phosphorothioic acid;クロルピリホス;O,O-diethyl",kg,,,,Emissions/water/unspecified,da62bd1b-49d0-4577-bcf3-e8db37e99366,,
paraquat,004685-14-7,,"1,1'-ジメチル-4,4'-ビピリジニウム塩;1,1'-ジメチル-4,4'-ビピリジニウム;paraquat;1,1'-dimethyl-4,4'-bipyridinium salts (except paraquauat dichloride);1,1'-dimethyl-4,4'-bipyridinium,1,1'-ジメチル-4,4'-ビピリジニウム塩;1,1'-ジメチル-4,4'-ビピリジニウム;paraquat;1,1'-dimethyl-4,4'-bipyridinium salts (exc",kg,,,,Emissions/water/unspecified,7bce4ef1-0269-4289-a6b8-99420f4d7314,,
cobalt,007440-48-4,,Co;コバルト（資源）;Co reserves;cobalt reserves,kg,,,,Emissions/water/unspecified,5523620c-2aba-4e68-8906-b455d881361f,,
acid (as H+),012408-02-5,,H+;Hydronium ion,kg,,,,Emissions/water/unspecified,7e7936cf-3eaa-4f64-97c3-baae05ca08ba,,
C6 alkylbenzene,,,C6 alkylbenzene,kg,,,,Emissions/water/unspecified,291611d2-d921-4429-9818-2def6626e2c1,,
phenol,000108-95-2,,C6H6O;Carbolic acid;石炭酸;ヒドロキシベンゼン;フェニルアルコール;phenol;carboic acid;hydroxybenzene;phenyl alcohol,kg,,,,Emissions/water/unspecified,e7eb1444-d2e5-4c14-97b2-b906ab54fe12,,
sulphuric acid,007664-93-9,,H2SO4;sulphuric acid;sulfuric acid,kg,,,,Emissions/water/unspecified,6ca1e58a-83b6-4afe-9844-1267e9fd8077,,
atrazine,001912-24-9,,"C8H14ClN5;1-chloro-3-ethylamino-5-isopropylamino-2,4,6-triazine;アトラジン;2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazine;atrazine,C8H14ClN5;1-chloro-3-ethylamino-5-isopropylamino-2,4,6-triazine;アトラジン;2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazin",kg,Element or Compound,,,Emissions/water/unspecified,aaa3c291-5fbc-442e-89c2-7f9f11dc6cac,,
boron,007440-42-8,,"B;ホウ素（資源）;B reserves;boron reserves,B;ホウ素（資源）;B reserves;boron reserves",kg,,,,Emissions/water/unspecified,e6d38242-659c-4934-8ac0-e9adb02ec386,,
"1,1,2-trichloroethane",000079-00-5,,,kg,Element or Compound,,,Emissions/water/unspecified,d66fcd88-185d-4d64-979b-983b0725b304,,
pesticides,,,,kg,,,,Emissions/water/unspecified,d2253178-9940-4b30-9a4e-0888d2dd6cad,,
cyanide,000057-12-5,,"CN-;CN (-),CN-;CN (-)",kg,,,,Emissions/water/unspecified,7e139952-1633-4a39-bd85-a9ee56656f5b,,
arsenic,007440-38-2,,"As;ヒ素;As;arsenic,As;ヒ素;As;arsenic",kg,,,,Emissions/ground/unspecified,0b206e99-4573-4801-9307-c0d3f24c4b63,,
CFC-10,000056-23-5,,"CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane,CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane",kg,,,,Emissions/ground/unspecified,6eadacd2-286e-4534-abf1-e2caf66e6f9e,,
cadmium,007440-43-9,,"Cd;カドミウム;Cd;cadmium,Cd;カドミウム;Cd;cadmium",kg,,,,Emissions/ground/unspecified,a521eeb6-9cb1-432b-afbc-cfadd6b54b44,,
carbon dioxide,000124-38-9,,"CO2;二酸化炭素;CO2;carbon dioxide,CO2;二酸化炭素;CO2;carbon dioxide",kg,,,,Emissions/ground/unspecified,02eeb534-9d79-4149-b011-f03726452841,,
chromium,007440-47-3,,"Cr;Cr;chromium;chromium reserves,Cr;Cr;chromium;chromium reserves",kg,,,,Emissions/ground/unspecified,6836ba34-f69b-43b9-9285-d62861be275c,,
hydrogen chloride,007647-01-0,,"HCl;HCl;塩酸;hydrogen chloride;HCl;hydrochloric acid,HCl;HCl;塩酸;hydrogen chloride;HCl;hydrochloric acid",kg,,,,Emissions/ground/unspecified,2e73911b-b2ff-408b-914b-05675fea05c8,,
mercury,007439-97-6,,"Hg;Hg;mercury,Hg;Hg;mercury",kg,,,,Emissions/ground/unspecified,f2ee1cfe-b80f-4866-8739-0c96d4fb65a7,,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,,,,Emissions/ground/unspecified,e5aba313-b046-4e74-aae3-a50375b14960,,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,,,,Emissions/ground/unspecified,c1b755db-14a0-4fe2-a430-113b77617f48,,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,,,,Emissions/ground/unspecified,528f7406-0259-473c-9ff7-38a0d1b96110,,
hydrogen fluoride,007664-39-3,,"HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF,HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF",kg,,,,Emissions/ground/unspecified,97891001-eb01-4900-befb-162ab4e14401,,
treated MSW for landfill,,,,kg,,,,"Emissions/ground/to soil, unspecified",2b15a549-32e6-322e-c4d0-521559f07a32,,
treated uncombustible waste for landfill,,,,kg,Other,,,"Emissions/ground/to soil, unspecified",c1541e51-9a1a-4f3a-a786-d72fd713f0b2,,
treated bulky waste for landfill,,,,kg,,,,"Emissions/ground/to soil, unspecified",9a1f1ce4-ac42-4002-8535-f4d7f5c30239,,
treated industrial waste for landfill,,,,kg,,,,"Emissions/ground/to soil, unspecified",1b151549-32e6-382e-b4d0-529529f07a34,,
ash and cinder (landfill),,,,kg,Other,,,"Emissions/ground/to soil, unspecified",b5baef0f-87a4-4a14-a983-a6e981ce9e1c,,
sludge (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",d504d988-535e-495b-8589-c797d6d6f124,,
waste oil (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",83e8cede-3290-4002-8151-ee25f2f4aa03,,
acid wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",ad897d82-3fd9-493f-9fc4-5dce9ddb5cb7,,
alkaline wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",e5e5851a-3e2c-4870-8b47-3474b0ff04a9,,
plastic wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",5695908a-6f50-43db-9d48-d01a13375932,,
paper wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",3913a0e4-2f1d-46b0-9837-6d46736bc5d9,,
wood wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",5b138549-82e6-482e-b3d0-529509207231,,
fiber wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",903bad0f-a590-4c3f-9c23-1b8208c6d1ff,,
animals and plants residues (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",8fd9f2aa-a200-4280-9162-56279353e644,,
rubber wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",0fbccba6-83f8-4770-83d8-8cd4d46bc47e,,
waste metal (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",832b3895-e377-4433-b25d-566ee22da78f,,
glass and ceramic wastes (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",730afcdf-e7a4-4848-8075-d4b7d8c76bac,,
slag (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",111ef95c-2889-4ffe-a449-8dedc4ce1698,,
rubbles (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",b84d1874-7ab4-4dad-a6d7-5139015a1f6f,,
animal waste and carcass (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",d970dd21-eebb-4f74-81ee-d18f446160de,,
dust (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",60f474af-d2b8-4d75-858c-ad4f61e6d3dd,,
construction waste (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",6f4c498d-503b-4e40-9e38-e983eadc6cd4,,
earth and sand (landfill),,,,kg,,,,"Emissions/ground/to soil, unspecified",d46d6bd2-362a-48f9-a731-ecc38129716a,,
miscellaneous plantation,,,,m2year,,,,Resources/land use/land occupation,46c693e4-57a5-405e-9b88-43f15ec2ad86,,
other land use type,,,,m2year,Land use,,,Resources/land use/land occupation,f7e8470a-642f-4c91-ae72-de8f3aa365e0,,
orchard,,,,m2year,,,,Resources/land use/land occupation,47f398fe-84e3-421f-9724-97fe3482f048,,
transport artery,,,,m2year,Land use,,,Resources/land use/land occupation,354d6b1e-b5f9-4b67-a651-fac14f841796,,
building site,,,,m2year,Land use,,,Resources/land use/land occupation,4243aedb-0531-4e7c-9074-29d7e4e19204,,
barren land,,,,m2year,Land use,,,Resources/land use/land occupation,60a31ee1-b87b-40e9-8afb-b5ad60994c06,,
forest,,,,m2year,,,,Resources/land use/land occupation,fcd5e16b-e4c5-4c60-b045-042d30abd42d,,
rice paddy,,,,m2year,Land use,,,Resources/land use/land occupation,666804c4-eaed-4991-99e0-fd47c91c829c,,
"arable, except rice paddy",,,,m2year,Land use,,,Resources/land use/land occupation,f160f933-4bd6-4b63-adb4-03c21e37b3cf,,
mineral extraction site,,,,m2year,Land use,,,Resources/land use/land occupation,CC0F5788-8059-4253-8498-D7B8D3CD3CD6,,
dump yard,,,,m2year,Land use,,,Resources/land use/land occupation,dd8c94cc-b5c2-4736-9dfc-668bce100891,,
road construction,,,,m2,Land use,,,Resources/land use/Land transformation,1E642C69-FB9A-4902-AA20-037970B7AE36,,
soil and stone mining,,,,m2,,,,Resources/land use/Land transformation,8202,,
dump yard,,,,m2,,,,Resources/land use/Land transformation,8203,,
miscellaneous land use type,,,,m2,Land use,,,Resources/land use/Land transformation,B0E18501-86E3-405C-B376-7E8BB0076A1B,,
miscellaneous plantation to building site,,,,m2,,,,Resources/land use/Land transformation,0bb21f77-757f-4829-b833-1ff0cedde62e,,
miscellaneous plantation to barren land,,,,m2,,,,Resources/land use/Land transformation,25c906b1-b8b9-4536-8bed-a98f08162c03,,
miscellaneous plantation to orchard,,,,m2,,,,Resources/land use/Land transformation,387e6040-385b-4773-a76a-e263f4e968f6,,
"miscellaneous plantation to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,4d692162-d096-4d81-b703-327e26a8982b,,
miscellaneous plantation to forest,,,,m2,,,,Resources/land use/Land transformation,58a380bb-c294-4233-8e4b-1fb32677663c,,
miscellaneous plantation to transport artery,,,,m2,,,,Resources/land use/Land transformation,b94df21a-ca4b-4335-9f6b-0a0fb247a8f2,,
miscellaneous plantation to other land use type,,,,m2,,,,Resources/land use/Land transformation,c408d70f-5dab-4d23-9125-65c7f79d0e8b,,
miscellaneous plantation to rice paddy,,,,m2,,,,Resources/land use/Land transformation,e8098821-030e-467b-b5ec-afe3a1b60dc3,,
"miscellaneous land use type to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,2ecec87f-87dc-4939-bc1a-521278cc300c,,
miscellaneous land use type to rice paddy,,,,m2,,,,Resources/land use/Land transformation,307fad60-100b-4c8b-8d4e-a80e35d76767,,
miscellaneous land use type to building site,,,,m2,,,,Resources/land use/Land transformation,5fbc0b1c-9ed6-4118-8088-9861b8aad023,,
miscellaneous land use type to transport artery,,,,m2,,,,Resources/land use/Land transformation,65c82657-3fb2-4766-8334-aa9363b8ac52,,
miscellaneous land use type to orchard,,,,m2,,,,Resources/land use/Land transformation,851058c3-739e-4ddb-9f70-aa8ae80c25a7,,
miscellaneous land use type to barren land,,,,m2,,,,Resources/land use/Land transformation,a046f0b3-244b-4a24-92c1-b3ce865ec4ef,,
miscellaneous land use type to forest,,,,m2,,,,Resources/land use/Land transformation,e781b7a4-8cfe-4534-bd0c-cc8faf182dd8,,
miscellaneous land use type to mineral extraction site,,,,m2,,,,Resources/land use/Land transformation,29FB2AED-F00A-4C2D-9BF4-5296F91CA8F4,,
orchard to transport artery,,,,m2,Land use,,,Resources/land use/Land transformation,5185fb58-347d-4d0a-9a8e-c1bf3b3358d4,,
orchard to barren land,,,,m2,,,,Resources/land use/Land transformation,7113c397-0f39-42ce-94d6-b9d0c0196117,,
orchard to building site,,,,m2,,,,Resources/land use/Land transformation,71a4c8cb-66c4-495f-8930-80d4025c7b70,,
orchard to other land use type,,,,m2,,,,Resources/land use/Land transformation,726181f2-4c00-4a5b-814d-d5b13b6115d4,,
orchard to forest,,,,m2,,,,Resources/land use/Land transformation,a2b79b42-9055-461a-bc28-8cc98cd42ce2,,
orchard to rice paddy,,,,m2,,,,Resources/land use/Land transformation,addccdfc-80e0-4df7-94dd-cebbe92b8b38,,
"orchard to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,e0dd58eb-f2f1-4223-95c8-d2661838e724,,
transport artery to other land use type,,,,m2,,,,Resources/land use/Land transformation,37cd5baf-300b-41ce-bb81-837ac28df89c,,
transport artery to rice paddy,,,,m2,,,,Resources/land use/Land transformation,4fd8fd18-6e1b-4c13-abc5-84d4526a0359,,
transport artery to forest,,,,m2,,,,Resources/land use/Land transformation,555d2f9e-610e-44b8-81cc-9449fd961454,,
transport artery to building site,,,,m2,,,,Resources/land use/Land transformation,5eb8d213-9727-4b10-a046-212f0ede73a1,,
"transport artery to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,716824ba-6223-4899-97a9-be831db1a882,,
transport artery to barren land,,,,m2,,,,Resources/land use/Land transformation,733021b7-cde8-4f15-bb9e-aab17671dac2,,
transport artery to orchard,,,,m2,,,,Resources/land use/Land transformation,e61cdc87-db44-4d7d-b2d9-89edb290181a,,
building site to barren land,,,,m2,,,,Resources/land use/Land transformation,349772be-2b0a-4d38-b2d7-143e3dd63c1a,,
building site to other land use type,,,,m2,,,,Resources/land use/Land transformation,363bf980-9bae-437b-9088-380b473e8aa1,,
"building site to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,41f4e731-7db2-44bf-8300-ad62a174c61c,,
building site to forest,,,,m2,,,,Resources/land use/Land transformation,68667d26-ec87-4a00-acdb-937c00f78945,,
building site to orchard,,,,m2,,,,Resources/land use/Land transformation,726c1900-e8b8-45f4-87d2-12ea97ff47f0,,
building site to rice paddy,,,,m2,,,,Resources/land use/Land transformation,83849c05-95e4-4703-8e09-2960229212bf,,
building site to transport artery,,,,m2,,,,Resources/land use/Land transformation,b460eab1-40e1-4298-86e9-ba9eb54666b9,,
"barren land to arable, except rice paddy",,,,m2,,,,Resources/land use/Land transformation,5e07c05b-0a1f-4fa5-8eed-b8b732daf0e2,,
barren land to orchard,,,,m2,,,,Resources/land use/Land transformation,71297cee-ef4c-4814-903c-c3de411c8633,,
barren land to rice paddy,,,,m2,,,,Resources/land use/Land transformation,8b684dbe-d76b-4feb-86e5-7ef6fb482ebc,,
barren land to transport artery,,,,m2,,,,Resources/land use/Land transformation,a5c87ae6-b218-4c02-92a0-62b020910f5f,,
barren land to other land use type,,,,m2,,,,Resources/land use/Land transformation,ab529429-4c54-423a-82fd-f451d0e40717,,
barren land to forest,,,,m2,,,,Resources/land use/Land transformation,bb92f46a-df36-4e08-b797-e391f85b4b9a,,
barren land to building site,,,,m2,,,,Resources/land use/Land transformation,bc1997c5-4aec-45ae-932e-326b523310a0,,
forest to forest,,,,m2,,,,Resources/land use/Land transformation,0731E609-0B21-4134-868C-C8BF8CCD7F73,,
forest to transport artery,,,,m2,Land use,,,Resources/land use/Land transformation,04bccd74-e8bb-4662-b43a-10d3963fa174,,
forest to rice paddy,,,,m2,Land use,,,Resources/land use/Land transformation,097dfc52-95a5-47a0-bcfc-1d240849cd46,,
forest to building site,,,,m2,Land use,,,Resources/land use/Land transformation,5867a896-e246-440d-97cd-75758724b6ed,,
forest to orchard,,,,m2,Land use,,,Resources/land use/Land transformation,7b51a710-94a4-4c3f-9a74-468a8c9c3de8,,
