Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,,,,,,,,,FlowInternalID,UsedYn,,
"N,N'-ethylenebis(thiocarbamoylthiozinc)bis(N,N-dimethyldithiocarbamate)",064440-88-6,,,kg,Element or Compound,,,Emissions/water/unspecified,{E36B11BF-EE6B-407D-9AF2-59F47528FC02},,,,,,,,,,,,004P22329,0,,
bis(1-methyl-1-phenylethyl) peroxide,000080-43-3,,,kg,Element or Compound,,,Emissions/water/unspecified,{22F1BFBF-4C09-4EEE-A8E8-C5E0337F312C},,,,,,,,,,,,004P22330,0,,
hydrazine,000302-01-2,,,kg,Element or Compound,,,Emissions/water/unspecified,27ea2dfa-bf86-47a7-a134-9e43901ecc8c,,,,,,,,,,,,004P22333,0,,
methyl 4-hydroxybenzoate,000099-76-3,,,kg,Element or Compound,,,Emissions/water/unspecified,{168CC02D-1F36-44CB-B46C-C7123F8F5C3A},,,,,,,,,,,,004P22334,0,,
hydroquinone,000123-31-9,,,kg,Element or Compound,,,Emissions/water/unspecified,ff59bd8e-6881-46f4-889f-bab1522ed23c,,,,,,,,,,,,004P22336,0,,
4-vinyl-1-cyclohexene,000100-40-3,,,kg,Element or Compound,,,Emissions/water/unspecified,9598ecd9-8af6-43fa-bc16-135926acb965,,,,,,,,,,,,004P22337,0,,
2-vinylpyridine,000100-69-6,,,kg,Element or Compound,,,Emissions/water/unspecified,c1f90ff8-676f-4857-adcb-d9cf865c88bf,,,,,,,,,,,,004P22338,0,,
piperazine,000110-85-0,,,kg,Element or Compound,,,Emissions/water/unspecified,4a74261b-d4aa-4b8a-a4db-fc839fa3c6b9,,,,,,,,,,,,004P22341,0,,
pyridine,000110-86-1,,,kg,Element or Compound,,,Emissions/water/unspecified,41ebe188-d022-4ae8-9011-e81f85fa5fc5,,,,,,,,,,,,004P22342,0,,
pyrocatechol,000120-80-9,,,kg,Element or Compound,,,Emissions/water/unspecified,403c64d4-0d61-46c4-af76-e59cd0b23cd9,,,,,,,,,,,,004P22343,0,,
phenylenediamine,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{9A694B94-FE0C-43E3-9D72-5B1581CC540B},,,,,,,,,,,,004P22348,0,,
"3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",052645-53-1,,,kg,Element or Compound,,,Emissions/water/unspecified,68dd8f67-7aff-40c1-97c1-f560d8ad4e72,,,,,,,,,,,,004P22350,0,,
"1,3-butadiene",000106-99-0,,,kg,Element or Compound,,,Emissions/water/unspecified,86abbd15-be23-48bc-828b-f7fb00cea767,,,,,,,,,,,,004P22351,0,,
di-n-butyl phthalate,000084-74-2,,,kg,Element or Compound,,,Emissions/water/unspecified,c5e003b8-c1f9-4042-b538-81c2cad2bde8,,,,,,,,,,,,004P22354,0,,
bis(2-ethylhexyl)phthalate,000117-81-7,,,kg,Element or Compound,,,Emissions/water/unspecified,b3db7261-452e-4d12-9cab-53d4ba77c5c6,,,,,,,,,,,,004P22355,0,,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/water/unspecified,17cf789a-58ea-4e70-87a3-885a5cb248ce,,,,,,,,,,,,004P22361,0,,
tert-butyl hydroperoxide,000075-91-2,,,kg,Element or Compound,,,Emissions/water/unspecified,6a3b5474-5176-443a-8f72-376316c8b927,,,,,,,,,,,,004P22366,0,,
4-tert-butylphenol,000098-54-4,,,kg,Element or Compound,,,Emissions/water/unspecified,66175e13-15f7-4c79-b4d4-66f64999b47a,,,,,,,,,,,,004P22368,0,,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,,,,,,,,,,,,,004P22374,0,,
2-butenal,004170-30-3,,,kg,Element or Compound,,,Emissions/water/unspecified,2f360951-a939-409f-bb79-9a454e3fd1cb,,,,,,,,,,,,004P22375,0,,
"polymer of N,N'-propylenebis(dithiocarbamic acid)and zinc",012071-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,04981cd6-bce8-4e20-aa88-e27f1101036d,,,,,,,,,,,,004P22378,0,,
1-bromopropane,000106-94-5,,,kg,Element or Compound,,,Emissions/water/unspecified,6d8f04f7-811f-4f8e-9f02-563162c3b5b0,,,,,,,,,,,,004P22384,0,,
2-bromopropane,000075-26-3,,,kg,Element or Compound,,,Emissions/water/unspecified,3393c3ff-8c60-4c9d-95a7-4d02c705677c,,,,,,,,,,,,004P22385,0,,
bromomethane,000074-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,893797c8-fa5a-485f-adeb-2be54b6e2231,,,,,,,,,,,,004P22386,0,,
hexadecyltrimethylammonium chloride,000112-02-7,,,kg,Element or Compound,,,Emissions/water/unspecified,d26e9718-9c69-424c-8394-44af1f8f2fa4,,,,,,,,,,,,004P22389,0,,
hexamethylenediamine,000124-09-4,,,kg,Element or Compound,,,Emissions/water/unspecified,1643fbad-7feb-4417-941d-7f01554703d3,,,,,,,,,,,,004P22390,0,,
hexamethylene diisocyanate,000822-06-0,,,kg,Element or Compound,,,Emissions/water/unspecified,c509082e-c7fe-44cf-be58-d2241c4d9f07,,,,,,,,,,,,004P22391,0,,
n-hexane,000110-54-3,,,kg,Element or Compound,,,Emissions/water/unspecified,219e582b-8937-4d74-be1f-1fb753cc041b,,,,,,,,,,,,004P22392,0,,
betanaphthol,000135-19-3,,,kg,Element or Compound,,,Emissions/water/unspecified,ecd6d3f4-3469-47b7-ba26-7ade2335c137,,,,,,,,,,,,004P22393,0,,
water-soluble salts of peroxodisulfuric acid,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{AF353A39-E2B5-40D9-9FA9-85E0599D16A7},,,,,,,,,,,,004P22395,0,,
perfluoro(octane-1-sulfonic acid),001763-23-1,,,kg,Element or Compound,,,Emissions/water/unspecified,{AB7A7D41-00D0-432B-8573-248B77D1BAED},,,,,,,,,,,,004P22396,0,,
benzyl chloride,000100-44-7,,,kg,Element or Compound,,,Emissions/water/unspecified,b677bed0-82dc-415d-9cd0-d10972522911,,,,,,,,,,,,004P22398,0,,
benzaldehyde,000100-52-7,,,kg,Element or Compound,,,Emissions/water/unspecified,ca66d095-4232-4780-9657-433617f2adbf,,,,,,,,,,,,004P22399,0,,
benzene,000071-43-2,,,kg,Element or Compound,,,Emissions/water/unspecified,4b4871a6-ffdf-4d92-9f16-775402e3f972,,,,,,,,,,,,004P22400,0,,
"1,2,4-benzenetricarboxylic 1,2-anhydride",000552-30-7,,,kg,Element or Compound,,,Emissions/water/unspecified,0db44799-cb2c-45b2-a88d-dcd4774a7b5a,,,,,,,,,,,,004P22401,0,,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/water/unspecified,f531124e-a111-49b0-b4be-97b386d3d471,,,,,,,,,,,,004P22402,0,,
benzophenone,000119-61-9,,,kg,Element or Compound,,,Emissions/water/unspecified,8081c423-2711-46b0-b85f-349657a0e383,,,,,,,,,,,,004P22403,0,,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,{C0F64DBA-0800-41DA-BE66-DC658B55D0A3},,,,,,,,,,,,004P22405,0,,
polychlorinated biphenyls,001336-36-3,,,kg,Element or Compound,,,Emissions/water/unspecified,61932410-e885-475e-a9a0-060f753d767b,,,,,,,,,,,,004P22406,0,,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{6506E9C9-1982-4D82-8296-52C37B8B01EC},,,,,,,,,,,,004P22407,0,,
poly(oxyethylene)octylphenyl ether,009036-19-5,,,kg,Element or Compound,,,Emissions/water/unspecified,c51f890c-9100-46f7-8fe7-8e36b2372356,,,,,,,,,,,,004P22408,0,,
sodium poly(oxyethylene) dodecyl ether sulfate,009004-82-4,,,kg,Element or Compound,,,Emissions/water/unspecified,082c83e9-2856-43f5-b94e-b626c2e0574b,,,,,,,,,,,,004P22409,0,,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/water/unspecified,73042b76-e6e6-4408-9354-4927c80a30c3,,,,,,,,,,,,004P22410,0,,
formaldehyde,000050-00-0,,,kg,Element or Compound,,,Emissions/water/unspecified,9d48f419-3629-4d71-a433-0d7f605aa6c7,,,,,,,,,,,,004P22411,0,,
phthalic anhydride,000085-44-9,,,kg,Element or Compound,,,Emissions/water/unspecified,ef56b1c6-f1b6-4c9a-bd6e-0ba960659b66,,,,,,,,,,,,004P22413,0,,
maleic anhydride,000108-31-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f85153a5-64d2-427e-835a-b8bb3e2b8eba,,,,,,,,,,,,004P22414,0,,
methacrylic acid,000079-41-4,,,kg,Element or Compound,,,Emissions/water/unspecified,249617a9-7849-4e69-80af-49c99443e28b,,,,,,,,,,,,004P22415,0,,
2-ethylhexyl methacrylate,000688-84-6,,,kg,Element or Compound,,,Emissions/water/unspecified,fe1d539e-9230-4ce8-900a-3d9ae5586086,,,,,,,,,,,,004P22416,0,,
"2,3-epoxypropyl methacrylate",000106-91-2,,,kg,Element or Compound,,,Emissions/water/unspecified,de322078-981c-439e-bc68-32bc510f255d,,,,,,,,,,,,004P22417,0,,
2-(dimethylamino)ethyl methacrylate,002867-47-2,,,kg,Element or Compound,,,Emissions/water/unspecified,e1620294-069b-4ad1-8bef-39c305bda9a8,,,,,,,,,,,,004P22418,0,,
n-butyl methacrylate,000097-88-1,,,kg,Element or Compound,,,Emissions/water/unspecified,f3a7e955-d836-4bd3-8195-2e8d72595d64,,,,,,,,,,,,004P22419,0,,
methyl methacrylate,000080-62-6,,,kg,Element or Compound,,,Emissions/water/unspecified,92f4be1e-962c-4cb0-8dba-4db11b37e4f0,,,,,,,,,,,,004P22420,0,,
4-methylideneoxetan-2-one,000674-82-8,,,kg,Element or Compound,,,Emissions/water/unspecified,{0F3C6DB0-DF3D-443F-B5D1-DEE466280FB9},,,,,,,,,,,,004P22421,0,,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/water/unspecified,21f777fe-83c6-4d6f-a0d7-c6e935aa01fa,,,,,,,,,,,,004P22422,0,,
methylamine,000074-89-5,,,kg,Element or Compound,,,Emissions/water/unspecified,202e3c1e-cb06-4665-8cc6-fd9f2f69d272,,,,,,,,,,,,004P22423,0,,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/water/unspecified,d01bf7b0-cf67-4318-9503-3e29cb1583ae,,,,,,,,,,,,004P22428,0,,
α-methylstyrene,000098-83-9,,,kg,Element or Compound,,,Emissions/water/unspecified,7f646955-f6f9-49d1-9e4e-da209d60dc50,,,,,,,,,,,,004P22436,0,,
methylnaphthalene,001321-94-4,,,kg,Element or Compound,,,Emissions/water/unspecified,6ca82bf1-139c-410f-8dd6-3e1d3b3aed58,,,,,,,,,,,,004P22438,0,,
3-methylpyridine,000108-99-6,,,kg,Element or Compound,,,Emissions/water/unspecified,6969f411-d5d4-42ab-97d4-c5c04db6bccd,,,,,,,,,,,,004P22439,0,,
1-methyl-1-phenylethyl hydroperoxide,000080-15-9,,,kg,Element or Compound,,,Emissions/water/unspecified,c79d2f3c-ce48-46c5-9821-a2af5fc4b7e1,,,,,,,,,,,,004P22440,0,,
2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,055814-41-0,,,kg,Element or Compound,,,Emissions/water/unspecified,{CB1C89E3-7FB0-4F30-A89E-CB991E2ADB11},,,,,,,,,,,,004P22442,0,,
methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate,141517-21-7,,,kg,Element or Compound,,,Emissions/water/unspecified,{7E8CDE5D-F010-4D04-A71A-FFD453FA32AA},,,,,,,,,,,,004P22444,0,,
"methylenebis(4,1-cyclohexylene)diisocyanate",005124-30-1,,,kg,Element or Compound,,,Emissions/water/unspecified,23a82a9b-bef2-4124-8038-268cc63e3faa,,,,,,,,,,,,004P22447,0,,
"methylenebis(4,1-phenylene) diisocyanate",000101-68-8,,,kg,Element or Compound,,,Emissions/water/unspecified,12ba6722-eb9a-4c0e-b5cf-d8d0579a6601,,,,,,,,,,,,004P22448,0,,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/water/unspecified,634ea1d6-bd99-44ac-9937-21aa463e0540,,,,,,,,,,,,004P22450,0,,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,9c93f7d0-d6af-459d-8106-29bf7381d8d0,,,,,,,,,,,,004P22453,0,,
morpholine,000110-91-8,,,kg,Element or Compound,,,Emissions/water/unspecified,6d33c346-f20a-4b57-af1f-68301aaeb467,,,,,,,,,,,,004P22455,0,,
"dimethyl 2,2-dichlorovinyl phosphate",000062-73-7,,,kg,Element or Compound,,,Emissions/water/unspecified,692e7afc-b5da-4cd6-96c6-1437a8d44c44,,,,,,,,,,,,004P22457,0,,
tritolyl phosphate,001330-78-5,,,kg,Element or Compound,,,Emissions/water/unspecified,9a99275f-0138-4d67-b182-538ff3acb79f,,,,,,,,,,,,004P22460,0,,
triphenyl phosphate,000115-86-6,,,kg,Element or Compound,,,Emissions/water/unspecified,83bc55a5-32ea-46e3-9f9a-892232068d86,,,,,,,,,,,,004P22461,0,,
tri-n-butyl phosphate,000126-73-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b39c9012-7eb0-4893-87ea-b655eec9123d,,,,,,,,,,,,004P22462,0,,
arsenic,007440-38-2,,"As;ヒ素;As;arsenic,As;ヒ素;As;arsenic",kg,Element or Compound,,,Emissions/ground/unspecified,0b206e99-4573-4801-9307-c0d3f24c4b63,,,,,,,,,,,,6101,0,,
chromium,007440-47-3,,"Cr;Cr;chromium;chromium reserves,Cr;Cr;chromium;chromium reserves",kg,Element or Compound,,,Emissions/ground/unspecified,6836ba34-f69b-43b9-9285-d62861be275c,,,,,,,,,,,,6105,0,,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,Element or Compound,,,Emissions/ground/unspecified,e5aba313-b046-4e74-aae3-a50375b14960,,,,,,,,,,,,6108,0,,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,Element or Compound,,,Emissions/ground/unspecified,c1b755db-14a0-4fe2-a430-113b77617f48,,,,,,,,,,,,6109,0,,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,Element or Compound,,,Emissions/ground/unspecified,528f7406-0259-473c-9ff7-38a0d1b96110,,,,,,,,,,,,6110,0,,
cypermethrin,052315-07-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,a85c2fe0-318f-4836-a143-a584d9e9f7ce,,,,,,,,,,,,6112,0,,
fenvalerate,051630-58-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,84b485c7-780e-4d64-ab2c-b610303b5736,,,,,,,,,,,,6113,0,,
"Copper chloride oxide, hydrate",001332-40-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,{16946466-FBFD-4609-AF57-F1A1A0CE593E},,,,,,,,,,,,6114,0,,
Copper hydroxide (Cu(OH)2),020427-59-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,{9AE1D61B-CA46-4634-8E36-BF8DCB6D6807},,,,,,,,,,,,6115,0,,
tetracopper hexahydroxide sulphate,001333-22-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,{060CAF4B-6CC6-4727-A158-B925D3C6F73C},,,,,,,,,,,,6116,0,,
treated MSW for landfill,,,,kg,Element or Compound,,,Emissions/ground/unspecified,2b15a549-32e6-322e-c4d0-521559f07a32,,,,,,,,,,,,6150,0,,
treated industrial waste for landfill,,,,kg,Element or Compound,,,Emissions/ground/unspecified,1b151549-32e6-382e-b4d0-529529f07a34,,,,,,,,,,,,6153,1,,
5-amino-4-chloro-2-phenylpyridazin-3(2H)-one,001698-60-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,bb1cfca4-1280-44b2-806a-36b828b8b833,,,,,,,,,,,,006P22021,1,,
"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",120068-37-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,360ecadb-6178-465c-bc6b-59815fedb231,,,,,,,,,,,,006P22022,0,,
"4-amino-6-tert-butyl-3-methylthio-1,2,4-triazin-5(4H)-one",021087-64-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,ebd215f3-ea00-473f-be37-d2a3122afbb5,,,,,,,,,,,,006P22025,0,,
"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5(4H)-one",041394-05-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,5d04bae6-7fae-48a3-b52c-469bf844073f,,,,,,,,,,,,006P22027,0,,
antimony and its compounds,007440-36-0,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,dcfcaeca-da26-43ea-82f9-6795028bda1e,,,,,,,,,,,,006P22031,0,,
isopropyl 2-(4-methoxybiphenyl-3-yl)hydrazinoformate,149877-41-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,{23EC514D-D957-4387-96B1-F1B96DB3639F},,,,,,,,,,,,006P22040,0,,
3'-isopropoxy-2-trifluoromethylbenzanilide,066332-96-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,af3f58a3-c0ba-4807-9add-e627d96d1cef,,,,,,,,,,,,006P22041,0,,
"1,1'-[iminodi(octamethylene)]diguanidine",013516-27-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,83d9d31f-f363-4484-9a7d-220e019f681a,,,,,,,,,,,,006P22043,0,,
ethyl 2-[4-(6-chloro-2-quinoxalinyloxy)phenoxy]propionate,076578-14-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,60174373-88f6-4a9e-8d83-017b4e6329ca,,,,,,,,,,,,006P22046,0,,
O-ethyl O-(6-nitro-m-tolyl)sec-butylphosphoramidothioate,036335-67-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,343ce12c-9342-4b83-8e4e-da8735cf8d79,,,,,,,,,,,,006P22047,0,,
O-ethyl O-4-nitrophenyl phenylphosphonothioate,002104-64-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,536a4c7b-d2f1-41d1-9632-5dfc691c45b3,,,,,,,,,,,,006P22048,0,,
"N-(1-ethylpropyl)-2,6-dinitro-3,4-xylidine",040487-42-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,9b72c6d4-7405-480d-b469-c7b1e3e90f4d,,,,,,,,,,,,006P22049,0,,
S-ethyl hexahydro-1H-azepine-1-carbothioate,002212-67-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,c850b7ca-c3e3-4208-892d-1e4f85013725,,,,,,,,,,,,006P22050,0,,
ethyl (Z)-3-[N-benzyl-N-[[methyl(1-methylthioethylideneaminooxycarbonyl)amino]thio]amino]propionate,083130-01-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,{78F836B1-5EC4-4540-9809-CAFE0E71CCB0},,,,,,,,,,,,006P22052,0,,
ethylbenzene,000100-41-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,b6cbf0aa-43dd-48d7-895d-5c21b1ebfe0b,,,,,,,,,,,,006P22053,0,,
O-ethyl S-1-methylpropyl (2-oxo-3-thiazolidinyl)phosphonothioate,098886-44-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,{85A32047-4CEF-4D74-A80A-3AF7970FDD1E},,,,,,,,,,,,006P22054,0,,
"manganese N,N'-ethylenebis(dithiocarbamate)",012427-38-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,f32519a0-ec1e-414e-93b6-cf6115e41073,,,,,,,,,,,,006P22061,0,,
"complex compounds of manganese N,N'-ethylenebis(dithiocarbamate)and zinc N,N'-ethylenebis(dithiocarbamate)",008018-01-7,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,a6376447-3f32-483c-bab0-4c49dd944dab,,,,,,,,,,,,006P22062,0,,
"1,1'-ethylene-2,2'-bipyridinium dibromide",000085-00-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,d12ddadd-0b6b-4906-9227-b8e2e2d10181,,,,,,,,,,,,006P22063,0,,
2-(4-ethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether,080844-07-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,4d5e753e-7eb5-4c38-bc79-6393ca3a5301,,,,,,,,,,,,006P22064,0,,
emamectin benzoate,155569-91-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,{42498D90-BA1A-411A-ABA8-7CAC9A887F6A},,,,,,,,,,,,006P22070,0,,
calcium cyanamide,000156-62-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,{4CD1D55D-23E1-4930-8DF1-33F13C87C961},,,,,,,,,,,,006P22077,0,,
xylene,001330-20-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,27cdc103-e30d-4ff8-8850-25c093827c88,,,,,,,,,,,,006P22080,0,,
silver and its water-soluble compounds,007440-22-4,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,982f5a90-5f78-4c0c-9cd5-f87a0f71ae6d,,,,,,,,,,,,006P22082,0,,
"2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazine",001912-24-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,c24a30e3-2eec-4624-ac7b-a9f309d223a2,,,,,,,,,,,,006P22090,0,,
"2-(4-chloro-6-ethylamino-1,3,5-triazin-2-yl)amino-2-methylpropiononitrile",021725-46-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,339df278-8862-4b73-bdf3-bd60ea13ebc6,,,,,,,,,,,,006P22091,0,,
4-chloro-3-ethyl-1-methyl-N-[4-(p-tolyloxy)benzyl]pyrazole-5-carboxamide,129558-76-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,{70A5E28D-290A-4B8D-A4E9-4E6000FD9B3B},,,,,,,,,,,,006P22092,0,,
2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide,051218-45-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,187b17dd-e0d1-4160-83de-f52e2184e0ca,,,,,,,,,,,,006P22093,0,,
"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",079622-59-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,bfce1ef2-bdd0-440a-a49c-c1307154b727,,,,,,,,,,,,006P22095,0,,
"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",119446-68-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,1ed83ea0-19c2-44dc-9e84-1ac252d14641,,,,,,,,,,,,006P22096,0,,
"2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide",051218-49-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,ada36d95-5ae0-41f4-bcf2-655ab496bcbc,,,,,,,,,,,,006P22100,0,,
"2-chloro-2',6'-diethy-N-(methoxymethyl)acetanilide",015972-60-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,c49a84b2-dbe8-484e-adc3-52fe283199ea,,,,,,,,,,,,006P22101,0,,
"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",000122-34-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,d27e1476-0fcc-46c6-9ba9-ac294631fac5,,,,,,,,,,,,006P22113,0,,
"(RS)-2-[2-(3-chlorophenyl)-2,3-epoxypropyl]-2-ethylindane-1,3-dione",133220-30-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,{D2A12E3A-7285-4DC7-92ED-979AD8B82E28},,,,,,,,,,,,006P22114,0,,
"4-(2-chlorophenyl)-N-cyclohexyl-N-ethyl-4,5-dihydro-5-oxo-1H-tetrazole-1-carboxamide",158237-07-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,{0B45E7F9-E6D6-4D1A-9633-BCA79568E3CA},,,,,,,,,,,,006P22115,0,,
"(4RS,5RS)-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",078587-05-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,8630f9dc-9229-4783-ad76-295e65c8c5c0,,,,,,,,,,,,006P22116,0,,
"(RS)-1-p-chlorophenyl-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol",107534-96-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,89c87fd8-a4a0-44d6-aced-906d0e7dd276,,,,,,,,,,,,006P22117,0,,
"2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",088671-89-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,1dfb3c27-bae4-4739-a9db-0857dbe5d1e1,,,,,,,,,,,,006P22118,0,,
"(RS)-4-(4-chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",114369-43-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,6f962149-23f6-4870-93f3-5d619d65c9f0,,,,,,,,,,,,006P22119,0,,
1-(2-chlorobenzyl)-3-(1-methyl-1-phenylethyl)urea,099485-76-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,{24F7E7C5-C018-40BE-972D-A0B07E914D68},,,,,,,,,,,,006P22124,0,,
(4-chloro-2-methylphenoxy)acetic acid,000094-74-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,7b6338cf-21ec-4ae3-823b-d132a80ee28e,,,,,,,,,,,,006P22130,0,,
cobalt and its compounds,007440-48-4,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,0fb4716e-1fc4-4673-a88e-594a8ba91736,,,,,,,,,,,,006P22132,0,,
cyanamide,000420-04-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,ea528856-6f48-4f0e-a97b-e8c7e327b624,,,,,,,,,,,,006P22137,0,,
"(RS)-2-cyano-N-[(R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutyramide",139920-32-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,{5AF02F25-E303-4894-BC51-07275F8B063B},,,,,,,,,,,,006P22138,0,,
"(S)-alpha-cyano-3-phenoxybenzyl (1R,3S)-2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropanecarboxylate",066841-25-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,6260dde3-ca16-4b81-89a6-c25953b8950b,,,,,,,,,,,,006P22139,0,,
"(RS)-alpha-cyano-3-phenoxybenzyl 2,2,3,3-tetramethylcyclopropanecarboxylate",039515-41-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,c9a11117-bf2a-4e3b-9fc0-d0a12d6a6c05,,,,,,,,,,,,006P22140,0,,
trans-1-(2-cyano-2-methoxyiminoacetyl)-3-ethylurea,057966-95-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,d6679e2c-5f60-472d-9f1b-53f2f97f02d9,,,,,,,,,,,,006P22141,0,,
"O-2-diethylamino-6-methylpyrimidin-4-yl O,O-dimethyl phosphorothioate",029232-93-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,5bc96827-f37c-4740-af09-e9dff804e09f,,,,,,,,,,,,006P22146,0,,
