SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated
IDEAv2.3,carbaryl,{4342C087-C1F6-464C-8D99-5D433E55EF0C},Emissions/ water/ unspecified,kg,=,,Carbaryl,7db2bbbe-840e-371b-9abb-f9558ea53e7d,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,iron,{33B79D67-0E17-4FBE-8421-24DD05CAE1FA},Emissions/ water/ unspecified,kg,=,,Iron,2b61d376-c8c2-31ae-9c19-9b8b958c74dd,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,"metallurgical coal, 29.0MJ/kg",{79A9374C-6CC6-472B-9105-ED43F4B29084},Resources/ ground/ Non-renewable energy resources,kg,~,29,"Coal, bituminous",e344d353-61b8-3be6-a2a5-fd5ee93d8a89,resource/ground,MJ,Hottle,Edelen,7/16/2020
IDEAv2.3,phosphorus,{C413A10D-FC47-4572-8F7C-50A99D01D73E},Resources/ ground/ Non-renewable element resources,kg,=,,Phosphorus,42cfce06-1ae3-3bf8-b270-b9a3f196e3aa,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,sand (sea and river),{265C99AB-F0C8-4D4D-B337-474BD2B3B98D},Resources/ ground/ Non-renewable material resources,kg,=,,Sand,96ad9cfe-d563-33ca-8dbc-efe34aaaca0a,resource/ground,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,pit sand,{01038646-9776-43D8-9EE7-2E05DEEA9ECD},Resources/ ground/ Non-renewable material resources,kg,=,,Sand,96ad9cfe-d563-33ca-8dbc-efe34aaaca0a,resource/ground,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,CFC-10,{7EE04420-D5F1-4A99-B7D0-AA4ABEB9F524},Emissions/ air/ unspecified,kg,=,,Carbon tetrachloride,f7467352-e7d9-3924-b763-f26bb26ce4cc,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,miscellaneous plantation,{4F24563F-4084-4A17-A08C-ACF058EA2BCB},Resources/ land use/ land occupation,m2year,=,,Land use,46b31bbe-1c77-3a50-a31d-5378c1e47dd6,resource/ground/human-dominated/agricultural,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,orchard,{EBF9713E-52C0-497A-8682-C04F4F75E1B1},Resources/ land use/ land occupation,m2year,=,,Land use,46b31bbe-1c77-3a50-a31d-5378c1e47dd6,resource/ground/human-dominated/agricultural,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,rice paddy,{06582458-0894-4188-8073-3157F4AED349},Resources/ land use/ land occupation,m2year,=,,Land use,46b31bbe-1c77-3a50-a31d-5378c1e47dd6,resource/ground/human-dominated/agricultural,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,"arable, except rice paddy",{CEF8F248-208E-4770-B740-688691FD9230},Resources/ land use/ land occupation,m2year,=,,Land use,46b31bbe-1c77-3a50-a31d-5378c1e47dd6,resource/ground/human-dominated/agricultural,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,tellurium,{C3A430BD-7924-4AE5-B1FB-62AFB92B9CB0},Resources/ ground/ Non-renewable element resources,kg,=,,Tellurium,40d37a82-22b1-3dd1-9b32-2419d9d36310,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,uranium,{D1822A41-5D38-4418-9D10-0C1A86472E3A},Resources/ ground/ Non-renewable element resources,kg,=,,Uranium,af4664da-60f0-31e5-83ba-0d2518959c5b,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,kaolin,{E8FF6012-B983-4BD6-8D0E-6DB9481333D3},Resources/ ground/ Non-renewable material resources,kg,=,,Kaolin,53991604-33ed-36fa-a5b9-be31797e0001,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,zirconium,{309F6647-A4DC-446B-B821-4DF601300EC6},Resources/ ground/ Non-renewable element resources,kg,=,,Zirconium,3ca65344-7d94-3bc1-8454-32d2e77766f4,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,cadmium,{7339F3E9-0C2F-4555-89FD-72ADC6952464},Emissions/ water/ unspecified,kg,=,,Cadmium,b7ae3e81-d9ce-345f-bd73-d91acbddcd5f,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,cadmium,{C6A355AF-39EB-4ABE-A8D3-452801DEC91E},Emissions/ air/ unspecified,kg,=,,Cadmium,d5a296be-7219-3921-a430-cff172ac7911,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,"NOx, urban air close to ground",{667DB08E-50E5-4343-B331-78E290B2B80D},Emissions/ air/ urban air close to ground,kg,=,,Nitrogen oxides,057ebc17-0916-3029-950a-1dd24065f12d,emission/air/troposphere/urban/ground-level,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,thiobencarb,{0E8BE428-0CB6-41E5-B7DC-6E12DC77E8F1},Emissions/ air/ unspecified,kg,=,,Thiobencarb,61a380bd-45b3-34b9-84e3-a8d9803f1c4b,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,sulfur hexafluoride,{9B2E5CF0-8528-4D73-90EA-EAEE8A1F94F9},Emissions/ air/ unspecified,kg,=,,Sulfur hexafluoride,8334c424-1603-3274-bec1-15a7bd5c8e86,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,antimony,{7B0D2689-00BB-4562-9953-B7459D983C0D},Resources/ ground/ Non-renewable element resources,kg,=,,Antimony,1d691e64-4f46-3268-96c9-64d4e7758e80,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,silver,{C0DD54B3-E72B-4188-BC87-C26388F3ACED},Resources/ ground/ Non-renewable element resources,kg,=,,Silver,c1469141-98f7-3068-bd5d-1993b7d762d3,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,lanthanum,{B5203955-3DA0-4816-89EC-44D0394B7A59},Resources/ ground/ Non-renewable element resources,kg,=,,Lanthanum,1176673b-fd98-3ac0-9374-6a7b48d85a23,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,lithium,{5791064D-59E1-4AF5-AEC3-59A1FFCAC88F},Resources/ ground/ Non-renewable element resources,kg,=,,Lithium,4265cb8a-11b6-3949-90ee-9eec7a7ec5a3,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,volatile organic compound,{685B32A2-E971-417B-8827-FB47AC7BC0D8},Emissions/ air/ unspecified,kg,=,,Volatile organic compounds,6f861846-1c4c-3fc9-a198-56b2d9abd83b,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,non-methane volatile organic compounds,{0BA33F03-38F5-4915-88E4-46BC301AAA63},Emissions/ air/ unspecified,kg,<,,Volatile organic compounds,6f861846-1c4c-3fc9-a198-56b2d9abd83b,emission/air,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,Halon-1001,{DE6A08C8-4F03-4DC8-91F0-5A0B9C7D3F58},Emissions/ air/ unspecified,kg,=,,Methyl bromide,18281313-4dde-31e9-a1ac-c210254d7130,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,lead,{01417C87-E09B-4BC7-BE04-1EB2443C9436},Emissions/ water/ unspecified,kg,=,,Lead,f8204689-71e9-3275-85f4-66c4112e5511,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,cobalt,{83DA0FCB-BEEF-484E-B441-13CA11E19676},Emissions/ air/ unspecified,kg,=,,Cobalt,e0d81f05-0407-3fc9-9f11-e2d22a6edebd,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,aluminium,{46EF7015-7DFE-44B4-B640-2D722B450D6A},Resources/ ground/ Non-renewable element resources,kg,=,,Aluminum,fcf5aa38-e237-3672-9f59-6bf259ebc10a,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,air,{763A1C89-F60C-4357-B6DE-B43F41759FC0},Resources/ air/ Renewable material resources,kg,=,,Air,fe676e41-1df5-3f0f-9006-ca7e0ab442db,resource/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,diamond,{1F60CC02-D896-48FC-A143-6FC5056AAD3A},Resources/ ground/ Non-renewable material resources,kg,=,,Diamond,8909f2b2-2a06-3e6d-889d-3a9d3c6d1970,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,iron,{763F0557-9E80-4539-9F36-835E3B4E80DC},Resources/ ground/ Non-renewable element resources,kg,=,,Iron,290d9a3e-ae36-3c36-b755-8bbf90c17054,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,helium,{878B7F33-0FA6-4456-A31A-02D75928D9A4},Resources/ air/ Renewable element resources,kg,=,,Helium,14560f2a-7ef2-3784-be17-ba2e9594f00e,resource/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,CFC-10,{99B49746-6210-4BBE-BAAA-0AD1E3EEDAB4},Emissions/ water/ unspecified,kg,=,,Carbon tetrachloride,134672e2-bb82-3ecb-8cd8-e8adcc51c1fa,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,sodium carbonate,{FB1C7CA5-39D0-45C3-872F-F0F41E32A6D4},Resources/ ground/ Non-renewable material resources,kg,=,,Sodium carbonate,546de5ab-4d9b-3a33-92c5-5425ec52249a,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,ground water,{4B3803A2-AA7F-4887-98D4-BE507B82B83F},Resources/ water/ withdrawal,m3,=,1000,Water,01ec7937-eea7-3830-aaf6-3be74f4d952b,resource/water/subterranean,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,ground water,{EEFF19FE-A09D-4B3F-B2B0-AD74143B4F65},Resources/ water/ use,m3,=,1000,Water,01ec7937-eea7-3830-aaf6-3be74f4d952b,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,transpiration_ground water,{4CBD189D-4D24-4AD6-8395-45CC5515B544},Resources/ water/ consumption,m3,=,1000,Water,01ec7937-eea7-3830-aaf6-3be74f4d952b,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,ground water,{BAF40C0E-A79A-455D-905A-9F46F247529C},Resources/ water/ consumption,m3,=,1000,Water,01ec7937-eea7-3830-aaf6-3be74f4d952b,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,surface water,{052ECDE8-F80C-4AFA-99C8-7D8343493134},Resources/ water/ withdrawal,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,rain water,{B418FC41-B805-4023-B9EC-A65EF6E46FB1},Resources/ water/ use,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,transpiration rain water,{2CAF1567-AE99-4CF0-B6D5-80DC4D4737E7},Resources/ water/ consumption,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,rain water,{9D49C7C1-3550-49D0-ADF8-EA6BD6028993},Resources/ water/ withdrawal,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,transpiration_surface water,{D8C7C8F0-669E-4E56-91A1-F0A61B291865},Resources/ water/ consumption,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,surface water,{FB1D3612-EF1D-4504-82F1-15D38C8E5082},Resources/ water/ consumption,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,surface water,{110AA946-60E6-4795-8F51-45FDDC69F662},Resources/ water/ use,m3,=,1000,Water,e2eb491c-78ff-3123-9e42-494c7d199b44,resource/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,hydrocarbons,{CEE6A7A5-2C40-4869-B6E7-CEB728D29ED4},Emissions/ water/ unspecified,kg,=,,Hydrocarbons,42983b7d-3999-3fa9-b172-a0fc678236fe,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,hydrocarbons,{3D6515F3-F547-46B0-B522-F318B206ECDF},Emissions/ air/ unspecified,kg,=,,Hydrocarbons,6a8ca31c-ede5-38b1-8c30-2d50fb499a55,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,transport artery,{81802E55-7522-4C5A-B461-E1494A3C2A07},Resources/ land use/ land occupation,m2year,=,,Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,resource/ground/human-dominated/industrial,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,building site,{005E0302-4691-4D0A-92DB-F76439426A6B},Resources/ land use/ land occupation,m2year,=,,Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,resource/ground/human-dominated/industrial,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,mineral extraction site,{8BAD433C-5E64-44D2-AC0E-CC248E26D493},Resources/ land use/ land occupation,m2year,=,,Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,resource/ground/human-dominated/industrial,m2*a,Edelen,Hottle,7/10/2020
IDEAv2.3,dump yard,{5B01CD65-F8DD-4F42-AC82-F55D1FB10891},Resources/ land use/ land occupation,m2year,=,,Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,resource/ground/human-dominated/industrial,m2*a,Edelen,Hottle,7/10/2020
IDEAv2.3,chromium,{490CC358-9703-49EF-962A-566264B9C287},Emissions/ air/ unspecified,kg,=,,Chromium,98bd36e1-fbe4-32ee-ba78-3b6726917c9b,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,chromium,{FFF12D9F-6DEB-4C33-9642-04D9F41107B2},Emissions/ ground/ unspecified,kg,=,,Chromium,979f30f5-f17e-3091-907f-af1921e7e637,emission/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,nickel compounds,{354865F0-3C87-4599-A7E8-E0BA4263BB86},Emissions/ water/ unspecified,kg,=,,Nickel compounds,862e1bfb-5191-34ef-97ba-42b5b56aabd3,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,nickel compounds,{7E439F6A-B623-4F7D-A016-75223A40785F},Emissions/ water/ unspecified,kg,=,,Nickel compounds,862e1bfb-5191-34ef-97ba-42b5b56aabd3,emission/water,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,brine,{3A01C2A3-1307-41D9-8F27-E20D0A4E632F},Resources/ water/ withdrawal,m3,=,1025,"Water, saline",98cdf473-c0b3-3ba0-bc70-233b4b06303b,resource/water/brackish water body,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,brine,{B3D8D2ED-AF69-41BE-9E72-CDFD450E2BE8},Resources/ water/ consumption,m3,=,1025,"Water, saline",98cdf473-c0b3-3ba0-bc70-233b4b06303b,resource/water/brackish water body,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,disulfoton,{66CF2B6D-4503-4EE1-B06B-770C2428F2AB},Emissions/ water/ unspecified,kg,=,,Disulfoton,e946b25a-6815-3df0-aa55-a797c77bb288,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,chlorothalonil,{CEDFF152-E40E-4C1C-8BDC-07AE6016E39A},Emissions/ air/ unspecified,kg,=,,Chlorothalonil,f78e1bc3-619c-3fa1-aee8-77c3e3f1d24b,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,dolomite,{706FF8DC-F16A-4B13-947D-D5165DADFBAB},Resources/ ground/ Non-renewable material resources,kg,=,,Dolomite,89cfcaa0-f8fe-3466-a9ea-1d5e1249b0cc,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,chromium,{EFAD5DEB-57B2-4055-B5FD-EABBC7FCDFBD},Resources/ ground/ Non-renewable element resources,kg,=,,Chromium,d1114675-5e8c-37c2-bbbe-00c723fb9697,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,fluorspar,{E65C4BB0-DD73-4A84-9D38-3F9975AE7444},Resources/ ground/ Non-renewable material resources,kg,=,,Fluorite,ea940079-0b1a-3e26-9013-c5ace83fa0f5,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,vanadium,{B50CE6CF-B850-47B1-8E2E-F1961765D501},Emissions/ air/ unspecified,kg,=,,Vanadium,7e3145d3-a1a3-36d0-ae11-d380127cde8b,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,arsenic,{39FE9C5E-49E5-485C-BA35-B52E5A7E2503},Emissions/ ground/ unspecified,kg,=,,Arsenic,e96ce1ce-5cda-3807-9d86-3735e1c79fa9,emission/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,forest,{551B8318-EB94-43CC-9F04-867D5D343282},Resources/ land use/ land occupation,m2year,=,,Land use,1147e66c-db3e-303c-b7c7-89b006d98881,resource/ground/terrestrial/forest,m2*a,Edelen,Hottle,7/9/2020
IDEAv2.3,cobalt,{67608911-514C-4448-92AC-28ECBEC385DB},Resources/ ground/ Non-renewable element resources,kg,=,,Cobalt,aec2cf2a-b55b-3598-a164-05f8ba8ad3ee,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,samarium,{AEAB6F85-DA08-4F93-A878-7BA451F45E24},Resources/ ground/ Non-renewable element resources,kg,=,,Samarium,35324cfd-5950-3559-a33f-7609fc0b0ab0,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,gadolinium,{8005A16F-34F0-47E6-8D13-44F0C2B0C54B},Resources/ ground/ Non-renewable element resources,kg,=,,Gadolinium,ad2453b9-6246-31c4-8dee-556c96121c15,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,PFC-116,{3AC5B93A-9B6D-4C46-AA60-34B7CA80DF78},Emissions/ air/ unspecified,kg,=,,Hexafluoroethane,b24a2de2-da9b-30b8-ae33-3d4ffa692029,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,lead,{3FFC6DD2-4DF4-4B7D-8C9A-B00A035968F8},Emissions/ air/ unspecified,kg,=,,Lead,fe829136-3042-36e6-b4cb-7ff591e8db98,emission/air,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,lead,{C63C4CFC-6DCD-4D08-8235-4EEAFA2D1400},Emissions/ ground/ unspecified,kg,=,,Lead,a58c8e84-1ff1-3a64-bf26-567e9bdeb994,emission/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,feldspar,{16FD5972-B1CA-4A06-9785-81038083B23E},Resources/ ground/ Non-renewable material resources,kg,=,,Feldspar group,ebe0c1c3-9d31-3099-b4ac-c5519c2166e3,resource/ground,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,rock salt,{0E9FCAEF-CF76-4FCA-8ED4-DC79FB4E9AC1},Resources/ ground/ Non-renewable material resources,kg,=,,Sodium chloride,f338dd70-dcd0-33e9-b26a-ba5c8042f793,resource/ground,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,"rock, except limestone",{7FF8AA01-1E27-4954-BC7F-6B8B8AB4826D},Resources/ ground/ Non-renewable material resources,kg,<,,Rock,5d7efa7f-2edf-3a26-8589-67ddbd4a04a2,resource/ground,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,copper,{ED53BEBD-D75A-4C4E-A001-F30181F9CF10},Resources/ ground/ Non-renewable element resources,kg,=,,Copper,fddcce55-84af-3798-81cc-47fedcf811b8,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,copper,{28612E1D-C10B-4628-8279-7A173ADE67D9},Emissions/ water/ unspecified,kg,=,,Copper,965958b3-8368-3395-a55d-f6f819e40587,emission/water,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,P total,{C6923AC1-86E5-4F32-978B-274DA617AFBB},Emissions/ water/ unspecified,kg,=,,Phosphorus,1733622b-b54a-3202-8e58-4670a96ef6b3,emission/water,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,N total,{40F8ED03-7975-4B0E-A7B9-F869A99138BC},Emissions/ water/ unspecified,kg,=,,Nitrogen,d4625608-6ef8-3ce6-bfa4-0f96f3535e23,emission/water,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,clay,{298EEA0A-2D9D-44CF-923D-3A65FE61389C},Resources/ ground/ Non-renewable material resources,kg,=,,Clay,2c6a4656-52d3-3fbf-9e1b-84a047d4c78c,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,gold,{D4EAE8EF-2D4D-42E7-BB95-A929D1AE0C1B},Resources/ ground/ Non-renewable element resources,kg,=,,Gold,affc3f7b-6f37-3ff0-beb0-981ec1567bc3,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,graphite ore,{E4CFDC3B-18B8-4B5D-BD8E-945E6813FA42},Resources/ ground/ Non-renewable material resources,kg,=,,Graphite,f742cf48-f42b-3c21-bf97-e00e779ddc79,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,primary energy from solar energy,{E18828FC-C48A-4590-B8E7-7D5883620D35},Resources/ air/ Renewable energy resources,MJ,=,,"Energy, solar",4d1571a6-ffff-3a36-82df-224ed975a094,resource/air,MJ,Edelen,Hottle,7/2/2020
IDEAv2.3,geothermal energy,{8DBB013F-0134-4B4C-B28E-2A316AF0BFB4},Resources/ ground/ Renewable energy resources,MJ,=,,"Energy, geothermal",d2792697-9e22-3380-974f-54b92a3549a9,resource/ground,MJ,Edelen,Hottle,7/2/2020
IDEAv2.3,primary energy from waves,{525867A7-D19D-4772-BFC1-4AE004F956F2},Resources/ water/ Renewable energy resources,MJ,=,,"Energy, hydro",5af7a834-bf92-32eb-a0b2-2f2dcdc9f3d9,resource/water,MJ,Edelen,Hottle,7/2/2020
IDEAv2.3,primary energy from hydro power,{2CD2BDCF-95C3-46BD-8946-14D23B4F309A},Resources/ water/ Renewable energy resources,MJ,=,,"Energy, hydro",5af7a834-bf92-32eb-a0b2-2f2dcdc9f3d9,resource/water,MJ,Edelen,Hottle,7/10/2020
IDEAv2.3,primary energy from wind power,{2EAF1611-DAF2-4BE2-985C-C71F6F2D7190},Resources/ air/ Renewable energy resources,MJ,=,,"Energy, wind",35962866-662b-3817-a2a7-39375c7e6a3c,resource/air,MJ,Edelen,Hottle,7/2/2020
IDEAv2.3,"brown coal, 17.2MJ/kg",{C66A28DA-4085-42E6-86CD-D635357E1F53},Resources/ ground/ Non-renewable energy resources,kg,=,17.2,"Coal, lignite",de2f54e4-dbbe-3850-a341-c6d921dbfdec,resource/ground,MJ,Edelen,Hottle,7/2/2020
IDEAv2.3,titanium,{EF4B7B6C-457C-451D-8020-222D0E532EC6},Resources/ ground/ Non-renewable element resources,kg,=,,Titanium,347eca0e-b435-30d0-8e8c-02dd23cb9694,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,neodymium,{CF740F06-C2EB-44FD-B4A8-FDE1B081F005},Resources/ ground/ Non-renewable element resources,kg,=,,Neodymium,174ae489-f13a-3e45-92fb-38db2946599c,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,manganese,{C4FCB654-D825-4576-9D64-CC958577CECA},Emissions/ air/ unspecified,kg,=,,Manganese,9a474c27-63f9-3d0d-a74c-465fd97400e7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,vanadium,{3D4D3066-F33B-47B0-A8BE-0E50B171BAF8},Resources/ ground/ Non-renewable element resources,kg,=,,Vanadium,9260af11-9fbe-30a4-8e70-27f7ed845560,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,lead,{DED95A0D-C995-4F39-9222-909F063102AB},Resources/ ground/ Non-renewable element resources,kg,=,,Lead,b66af8c0-de54-3a35-ace0-7743af98f6de,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,sulfur,{118AE1BA-353B-43BA-A6E2-AC66882B7BE8},Resources/ ground/ Non-renewable element resources,kg,=,,Sulfur,b84c05a3-ea17-37b4-ba8a-094efbb2a3f6,resource/ground,kg,Edelen,Hottle,7/9/2020
