SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated
IDEAv2.3,manganese,{AE18AB14-9B8A-411F-99BB-4F600BF9FAD4},Emissions/ water/ unspecified,kg,=,,Manganese,8f023abc-b8fc-3ef7-9571-f4cf6c2b6820,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,arsenic,{D5074BE9-31B3-4993-A897-39657602B13C},Emissions/ water/ unspecified,kg,=,,Arsenic,e3955c32-e6a0-3b4b-baad-5055042a8dbb,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,arsenic,{FA168C85-9D4A-452D-9A46-AE1E7AC4FC58},Emissions/ air/ unspecified,kg,=,,Arsenic,2b16d0b5-4713-3bb8-be5b-905382f0e8a8,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,bentonite,{5D7745B4-F967-4EE0-ADDA-6050E3059B02},Resources/ ground/ Non-renewable material resources,kg,=,,Bentonite,72e54433-a3d9-348d-aac4-684499fea92b,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,boron,{83305966-6F4B-4735-A6F1-511948C7E332},Resources/ ground/ Non-renewable element resources,kg,=,,Boron,4c4afdaf-8575-3c7c-bf8f-4ddea29fd682,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,boron,{DDFB5B83-66A7-47AE-8790-14F3EF97B6E8},Emissions/ water/ unspecified,kg,=,,Boron,57152560-592a-383f-89b1-a77d7d432ad8,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,platinum,{90EA0F3D-4388-4B1D-B10E-26D99AC28261},Resources/ ground/ Non-renewable element resources,kg,=,,Platinum,12aaa508-a741-36a0-99e5-b2ebca11c98b,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,mercury,{94E01579-2982-4B76-80E1-1CD8A51611FD},Emissions/ water/ unspecified,kg,=,,Mercury,687b7004-d26d-3dfc-b8f2-81e092bc4bca,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,mercury,{A16EC95A-2A77-465E-8275-58F5E1FAC5C9},Emissions/ air/ unspecified,kg,=,,Mercury,e2c65e04-f613-33db-9a6e-4cb4577b0005,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,chlorine,{D78C08AF-D0D0-4EBC-B571-7BEB657F9479},Emissions/ air/ unspecified,kg,=,,Chlorine,c4da1480-4f19-3d01-8f04-8432c38991b1,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,molybdenum,{15AECA1D-8E51-4CCC-A9AF-0131BF23BEC2},Resources/ ground/ Non-renewable element resources,kg,=,,Molybdenum,b7643fb5-0299-371b-b148-3e24ab1c469e,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,zinc,{8B373B90-4547-44B3-AAD0-0BDCA537ADDA},Resources/ ground/ Non-renewable element resources,kg,=,,Zinc,7dbe300b-d061-3e5e-a9f0-1813e89d415c,resource/ground,kg,Edelen,,7/29/2020
IDEAv2.3,diatomite,{3AD73221-96F5-46AA-8EF1-ADD15364DD67},Resources/ ground/ Non-renewable material resources,kg,=,,Diatomite,8db22f24-6361-3d68-8aa4-4cad5d7db52c,resource/ground,kg,Edelen,Hottle,7/15/2020
IDEAv2.3,suspended solids,{FAFE9E19-42CA-4272-A262-53BDA368A9EE},Emissions/ water/ unspecified,kg,>,,"Suspended solids, inorganic",f0c2682e-2a68-33f1-80bb-005ee7844eb0,emission/water,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,limestone,{9BB4BFBF-3EEF-4423-A08F-6B35D3CB3FB1},Resources/ ground/ Non-renewable material resources,kg,=,,Limestone,13f50f4e-6aee-34f6-b3af-20503373f75d,resource/ground,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,sea water,{2FBB9235-9E43-4FB7-B736-7D45D9A312F7},Resources/ water/ withdrawal,m3,=,1025,"Water, saline",f8bff873-3318-3cf7-a413-569d08def018,resource/water/saline water body/ocean,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,sea water,{82E5ABE4-55DD-47EA-A397-94AC31839CCE},Resources/ water/ consumption,m3,=,1025,"Water, saline",f8bff873-3318-3cf7-a413-569d08def018,resource/water/saline water body/ocean,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,sea water,{2B9BEF77-A3D2-45F2-B98A-25B7A553BB10},Resources/ water/ use,m3,=,1025,"Water, saline",f8bff873-3318-3cf7-a413-569d08def018,resource/water/saline water body/ocean,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,PFC-14,{E31AC8E4-16DE-43B0-9A01-AC88B5257ECC},Emissions/ air/ unspecified,kg,=,,Carbon tetrafluoride,fbfa508b-f3c9-3977-a47d-1138e96914a3,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,hydrogen chloride,{2E6A3C3B-417B-467B-AA16-04DA39E510AB},Emissions/ air/ unspecified,kg,=,,Hydrochloric acid,e2230ed6-8d5e-3315-8bc9-ce337d1283ce,emission/air,kg,Edelen,,7/29/2020
IDEAv2.3,borax,{481D1985-2671-4453-880E-9FA08D1262FA},Resources/ ground/ Non-renewable material resources,kg,=,,Borax,18b0fc49-f188-33db-a06f-617400160f0c,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon dioxide (fossil),{F3F4F316-49AC-4CD9-9DE9-4F3276974F5F},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon dioxide,{D8C9F69C-923E-4EFB-8B6D-C2EB4B8089A1},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon dioxide (biogenic),{BA5ECEF1-096F-4E4C-8395-4475240EFC19},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,nitrous oxide,{CE78E79D-9F85-4FFB-9DE3-44943A9A9641},Emissions/ air/ unspecified,kg,=,,Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,mancozeb,{9E326FD5-6075-4254-AB73-EA27BA990005},Emissions/ air/ unspecified,kg,=,,Mancozeb,359735dd-53cf-3228-8f84-1678a49d40d2,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,mancozeb,{A3CE6FB3-AF12-4539-BB80-502BF9C23045},Emissions/ water/ unspecified,kg,=,,Mancozeb,1e981c2b-4012-3364-8593-4d4f8b302a44,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,malathion,{644EBC85-DFE3-4772-B8DE-EBCBEC69A2A8},Emissions/ water/ unspecified,kg,=,,Malathion,099e803c-0241-326f-a929-0272bb9d34fd,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,malathion,{9A968F39-7BDD-4AAE-B434-A8256E88B9BF},Emissions/ air/ unspecified,kg,=,,Malathion,be6ef14b-8dbc-3e7a-af1f-7038e5a68cbf,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"hard coal, 25.7MJ/kg",{E3346BF0-6D8B-4C5B-A905-4B57C62DD441},Resources/ ground/ Non-renewable energy resources,kg,=,25.7,"Coal, anthracite",ab4d79b6-f2ad-3757-beae-17cba8a53f5a,resource/ground,MJ,Edelen,Hottle,7/9/2020
IDEAv2.3,HFC-134a,{6CE87C66-5CF3-4668-A314-78666639FE16},Emissions/ air/ unspecified,kg,=,,HFC-134a,4fd60c2c-8625-3b10-8618-e3eacc121bbb,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,barium,{735548E6-388E-4B6F-8260-2DBA98EE5909},Resources/ ground/ Non-renewable element resources,kg,=,,Barium,51990b1c-9d04-30d6-b7f3-39fdc6c11305,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,niobium,{41EDB8CD-D384-4102-B917-E7A1EC47D4D5},Resources/ ground/ Non-renewable element resources,kg,=,,Niobium,7679ba3a-826b-3c49-a841-d0898a301676,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"2,3,7,8-tetrachlorodibenzo-p-dioxin",{DC84F008-5E0C-42EB-A222-68D4A6103641},Emissions/ air/ unspecified,kg,=,,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",ceb19cad-78ed-3635-902c-d7ac03e5b830,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon dioxide,{68AF811C-A3ED-42E8-B14A-AE4E4F83A90D},Resources/ air/ Renewable material resources,kg,=,,Carbon dioxide,58b5cd90-8ba4-32ea-b4aa-3a3438ba8419,resource/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,diuron,{AB31D067-2BC8-4610-8FA5-D701F286C48F},Emissions/ water/ unspecified,kg,=,,Diuron,805e6825-16f5-3f54-9b9d-467213efd064,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,diuron,{0D223627-D9A4-47E3-8EE2-892CE1815D24},Emissions/ air/ unspecified,kg,=,,Diuron,86247a7d-a038-303f-bdf1-63421aa72825,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,permethrin,{EB170626-EC42-4F39-8FA2-67FF30F8D93D},Emissions/ air/ unspecified,kg,=,,Permethrin,d6a4944b-7708-30a9-ad0f-6aff425f9988,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,metolachlor,{7A9F0317-C527-4CAB-B7EB-8EFE396D7E5F},Emissions/ air/ unspecified,kg,=,,Metolachlor,3efa00a1-4040-3d72-b65d-ca61cfbeb146,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,hydrogen fluoride,{1A7812CF-2DF6-4560-98CF-95D7B0550C67},Emissions/ air/ unspecified,kg,=,,Hydrofluoric acid,1c288388-0f32-30f1-8267-19b8d72c80df,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,nickel,{13334130-09E1-4915-B995-E70F1B5E6856},Emissions/ ground/ unspecified,kg,=,,Nickel,ade872db-a289-3467-bca5-112f4b96e874,emission/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,tantalum,{1F0C9688-A7A9-4492-A79D-719063801901},Resources/ ground/ Non-renewable element resources,kg,=,,Tantalum,834520b3-9bcb-364f-9673-01f85cd9abfa,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,diazinon,{29FA1B51-8085-429A-B9C5-C674B8078A11},Emissions/ air/ unspecified,kg,=,,Diazinon,f69bb6dd-41b0-3c10-a4e4-e47ede16d133,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,talc,{41FBD42F-5509-47CA-8652-C3E41482DC4A},Resources/ ground/ Non-renewable material resources,kg,=,,Steatite,4d21e615-6794-3a7e-bef6-8b93f290c74e,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,selenium,{4D6688DF-F3EB-4C93-B6DA-3741D4207C91},Resources/ ground/ Non-renewable element resources,kg,=,,Selenium,a07691dc-4996-3956-bc76-3fc39d0e559c,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,tungsten,{2AA2EF24-6F71-4607-959D-75BF0C4B81E9},Resources/ ground/ Non-renewable element resources,kg,=,,Tungsten,da13a715-346a-30ee-aa9e-ac037a496e35,resource/ground,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,hydrogen fluoride,{506F289C-A430-4F54-836A-554CE56E435A},Emissions/ water/ unspecified,kg,=,,Hydrofluoric acid,efbe8a51-b965-3e03-8075-5a2257858fe8,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,methane (biogenic),{E2F4C1C3-B65A-44B3-B21F-E147C82CBA7A},Emissions/ air/ unspecified,kg,=,,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,methane (fossil),{2EFFEB07-AFFD-4EE8-A632-02E20B476EA6},Emissions/ air/ unspecified,kg,=,,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,methane,{F6EF4CCC-68B5-4B8A-B649-3374B1BFD368},Emissions/ air/ unspecified,kg,=,,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,chemical oxygen demand,{C2EFA0F1-FD04-4936-9A06-15A389FF14B1},Emissions/ water/ unspecified,kg,=,,Chemical Oxygen Demand,924cc8cf-ddf6-3b1a-9fbe-489c095c1f01,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon monoxide,{35E26B00-3BA1-42C3-99B7-94311121505B},Emissions/ air/ unspecified,kg,=,,Carbon monoxide,187c525c-3715-388c-b303-a0671524a615,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-141b,{E8E0CCAE-D0DF-4CBE-973B-7B4A16EBA3D6},Emissions/ air/ unspecified,kg,=,,HCFC-141b,6a970f38-b25b-39dd-983b-2ba99b3ae96f,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,cobalt,{6DD765C5-2FD9-4274-A090-8F149B415841},Emissions/ water/ unspecified,kg,=,,Cobalt,7cbf7556-2b17-3cc2-97cf-5c9e24e50d65,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,copper,{9122D556-45DA-4EE5-8766-8D11C02A7841},Emissions/ air/ unspecified,kg,=,,Copper,b15117ec-3b8e-35de-bef2-00aec1b9636e,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"copper salts(water-soluble, except complex salts)",{7B45ED33-9FA0-4088-8376-49FCDC560C8C},Emissions/ air/ unspecified,kg,=,,Copper,b15117ec-3b8e-35de-bef2-00aec1b9636e,emission/air,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,"natural gas, 54.6MJ/kg",{688566DC-43FC-4157-A958-699E918BAFEB},Resources/ ground/ Non-renewable energy resources,kg,=,54.6,Natural gas,ad1bd08b-d640-3605-803e-988d109197e0,resource/air/subterranean,MJ,Edelen,Hottle,7/9/2020
IDEAv2.3,"Natural Gas Liquids, 46.5MJ/kg",{56991ECE-E1C9-440F-96B0-0CA25B69D6C9},Resources/ ground/ Non-renewable energy resources,kg,~,46.5,Natural gas,ad1bd08b-d640-3605-803e-988d109197e0,resource/air/subterranean,MJ,Hottle,Edelen,7/16/2020
IDEAv2.3,phenol,{466F6C76-CAE9-46B5-9ACD-DF4D9B099868},Emissions/ water/ unspecified,kg,=,,Phenol,82fcc18d-8502-385b-8749-17b8f19fd177,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,sulphuric acid,{9511C851-F209-4FC2-98C2-6C24A9CE09A9},Emissions/ water/ unspecified,kg,=,,Sulfuric acid,78f32bf1-7a26-3163-9085-3df4da7d9e57,emission/water,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"wood, Japan, artificial forest, reforestation",{E2AEF9DA-B00D-4CFE-A72D-838743A06EE6},Resources/ ground/ Renewable material resources,kg,=,,Wood,b89103a6-91b2-3701-b3ea-af50f7ad0547,resource/biotic,kg,Edelen,Hottle,7/2/2020
IDEAv2.3,"wood, Japan, artificial forest, without reforestation",{1380AD31-59CC-4644-80ED-E433E7120BF9},Resources/ ground/ Renewable material resources,kg,=,,Wood,b89103a6-91b2-3701-b3ea-af50f7ad0547,resource/biotic,kg,Edelen,Hottle,7/10/2020
IDEAv2.3,CFC-12,{3456085C-3E77-4F36-BCED-5B66B77CE440},Emissions/ air/ unspecified,kg,=,,CFC-12,d6f92419-d242-3d09-adfb-730988250f61,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,4-ethenylcyclohexene,{0542F3C2-1F7F-4601-8B79-577667327233},Emissions/ air/ unspecified,kg,=,,4-Vinylcyclohexene,efdc0ac0-6266-308b-b45c-ac800707668b,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,acenaphthene,{A9FCB767-194A-4DD9-928C-770A74A74835},Emissions/ air/ unspecified,kg,=,,Acenaphthene,43aed9d7-5a9b-3f3e-8d51-cc8bebd9a9a1,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,acetaldehyde,{66B2F443-5ADB-4B0E-BD35-184A953A0242},Emissions/ air/ unspecified,kg,=,,Acetaldehyde,09dc3fe9-7e57-321f-9e04-34375bf2a0b7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,acrolein,{60B584EC-DD77-431B-A077-695B408B62E9},Emissions/ air/ unspecified,kg,=,,Acrolein,ba9cee15-a144-3c38-9a3b-36931d4e64e9,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,acrylamide,{FC26445A-C999-4DDF-ABDD-13970ED3B8D4},Emissions/ air/ unspecified,kg,=,,Acrylamide,bea061cb-6aa7-395f-a265-fd9a0ab37f52,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,acrylic acid,{9B00C216-811A-4A92-B953-B84D9A81B020},Emissions/ air/ unspecified,kg,=,,Acrylic acid,095a415d-124e-3060-93cc-94715d682795,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,aniline,{586B7F5E-E556-4A96-B28D-0F254CC1C059},Emissions/ air/ unspecified,kg,=,,Aniline,8cd61983-018e-388a-88f1-dd026900572a,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,anthracene,{6FADCC36-914C-4991-962C-E934238CB317},Emissions/ air/ unspecified,kg,=,,Anthracene,5aaca76f-ed8b-3dc6-9cb3-597421c567ac,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,CFC-11,{A5CC776B-A2E1-443B-9713-4C5C068E78BB},Emissions/ air/ unspecified,kg,=,,CFC-11,b80498de-0f5e-3d3f-9cbf-396a4952e904,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,Halon-1301,{BE9A84B0-7041-4483-8D22-3C19472EB812},Emissions/ air/ unspecified,kg,=,,Halon 1301,9c1c4e0d-e68f-3cbf-9bcf-2c54f9b4cae7,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-123,{80128869-2842-4F88-BB89-CD5D17B1A1BF},Emissions/ air/ unspecified,kg,=,,HCFC-123,c1b0f3c7-546f-3bfa-ba02-fc5e657c2ea3,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-124,{D527B410-B021-4123-9378-81CA5FB9B4B3},Emissions/ air/ unspecified,kg,=,,HCFC-124,a94f791b-f806-37a6-95b5-f97fdcde3032,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-140,{26234DC3-C6E4-439E-9C4D-972D27ED4596},Emissions/ air/ unspecified,kg,=,,"1,1,1-Trichloroethane",0c56aee4-7e22-3e85-8e83-34829f3e8304,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-142b,{EB13BC94-509A-45B0-8ED1-FF089672F8B7},Emissions/ air/ unspecified,kg,=,,HCFC-142b,a6be4597-f9c6-36b1-82fd-92100038cc04,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,HCFC-22,{995725F4-E61D-41B2-9FA5-49B13B8CE508},Emissions/ air/ unspecified,kg,=,,HCFC-22,76cf7898-8461-3265-a3a4-14dd2682779e,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,(phenoxymethyl)-oxirane,{61752BC0-401E-4D08-9BD1-560E4F9B00A6},Emissions/ air/ unspecified,kg,=,,Phenyl glycidyl ether,1c0e244d-15ac-3331-9f90-6a0be49698e0,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,1,2-trichloroethane",{88E4BE18-ABD0-416A-8E30-8DC8509A7769},Emissions/ air/ unspecified,kg,=,,"1,1,2-Trichloroethane",2e6af10c-ada7-3e44-9243-3fc7dd9f580d,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,1-dichloroethylene",{80F59B02-FC68-436E-AA3D-3EAAEF4BBF88},Emissions/ air/ unspecified,kg,=,,"1,1-Dichloroethylene",af1f4d83-5b7d-3b3f-b9a9-a95e80daf466,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,2,4-trimethylbenzene",{D708BBFE-6C29-4E40-8705-B6AD97F06D8A},Emissions/ air/ unspecified,kg,=,,"1,2,4-Trimethylbenzene",37ea99ef-1be1-38e3-b5f4-8bbe233b6843,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,2-benzenediol",{41715C2A-AC41-44F6-AE46-D7A2021FD7A6},Emissions/ air/ unspecified,kg,=,,Catechol,c4ca45c2-8a21-3a9e-b43f-913c1fe716f4,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,2-dichloroethane",{3B15DA3F-8966-40A2-9E26-26CDCA31F964},Emissions/ air/ unspecified,kg,=,,"1,2-Dichloroethane",c2d517e6-4c5d-3002-8a0d-54434c5a3bae,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,2-dichloropropane",{04CB8C2D-4BF8-4677-88E8-0EFC57EADDB2},Emissions/ air/ unspecified,kg,=,,"1,2-Dichloropropane",3e75730b-5d6d-3dc1-8911-c7fdfe0e5190,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,3,5-trimethylbenzene",{E076A7C8-98A2-4710-8471-C2C940D4B802},Emissions/ air/ unspecified,kg,=,,"1,3,5-Trimethylbenzene",baa8a7f5-a708-359a-9af3-4f1279daaaf5,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"1,4-dioxane",{0B51F429-C849-4C7B-9A08-3F57319ECDC2},Emissions/ air/ unspecified,kg,=,,"1,4-Dioxane",f5fa456c-34ed-39a3-868a-377e30ed76c6,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,1-chloro-4-nitrobenzene,{864D9415-C1EC-4AFA-86E9-B5C8938816F4},Emissions/ air/ unspecified,kg,=,,p-Chloronitrobenzene,98d0c57c-11ce-30c9-b665-eb8b41c5065f,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,1-octanol,{85DE9F61-2177-40B7-A575-D618F4C1A1C9},Emissions/ air/ unspecified,kg,=,,1-Octanol,a436cd61-ca22-3ab5-b94c-6e3b76f2f33e,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"2,4,6-tribromophenol",{D4AA836C-6564-4D23-B7F8-451B0AAB32C6},Emissions/ air/ unspecified,kg,=,,"2,4,6-Tribromophenol",914de620-fc31-3d25-83c6-eec62a8c4100,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"2,4/2,6-toluenediisocyanate (mixture)",{20875C2F-8D95-4957-B214-1F025C9AFAD1},Emissions/ air/ unspecified,kg,=,,Toluene diisocyanate,cccee784-de14-3e92-b6e5-20f2bfee6039,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,2-ethoxyethanol,{E146FCC0-7CF0-43A6-9289-219D80F3E9FD},Emissions/ air/ unspecified,kg,=,,2-Ethoxyethanol,0b5dde18-808d-3361-acb2-83be954c5562,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,2-ethoxyethyl acetate,{6973363D-9E0B-4CC9-978A-EBD159828A16},Emissions/ air/ unspecified,kg,=,,Ethylene glycol monoethyl ether acetate,f32ef7f0-2fab-3a1e-905b-ac3029626c75,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,2-methoxyethanol,{B67384DF-1DF6-42AA-A890-9F4EF47E8600},Emissions/ air/ unspecified,kg,=,,2-Methoxyethanol,728be39c-28cc-3955-afe9-f99438b8a54d,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"4,4'-methylenebis-(2-chlorobenzenamine",{024ABD98-CB8A-4075-8494-B43140A4E6BB},Emissions/ air/ unspecified,kg,=,,"4,4'-Methylenebis(2-chloroaniline)",0d2d79b5-3248-391a-a754-86182de8c172,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,"4,4'-methylenedianiline",{34A64199-477B-4A00-AA13-045E811E295A},Emissions/ air/ unspecified,kg,=,,"4,4'-Methylenedianiline",c7dfc410-23e2-352a-a172-e57112388ecf,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,antimony,{7DC0F43C-D80D-48B1-901F-CE2FF2DADCAA},Emissions/ air/ unspecified,kg,=,,Antimony,9de688f4-2302-3557-b50c-0f1d304977f4,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,benzaldehyde,{912CD2E8-30B8-45D5-9D13-597FA7866E7B},Emissions/ air/ unspecified,kg,=,,Benzaldehyde,0c255a64-9a70-337f-8b13-40fadad36b76,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,benzene,{DD10E4D7-BEB9-44FE-9DB5-7E33041F4AC4},Emissions/ air/ unspecified,kg,=,,Benzene,565c5d1a-1e0e-35f3-82a0-4845c43d3dcf,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,benzylchloride,{59A479CF-BC49-4008-97C7-CCF2F3A681EC},Emissions/ air/ unspecified,kg,=,,Benzyl chloride,f0616d3c-8ad2-364a-aaae-42f0651f32e8,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,biphenyl,{FB91FB63-5E04-4E3A-8939-16447CCBDF5C},Emissions/ air/ unspecified,kg,=,,Biphenyl,52e6476c-bc9d-3aa2-bfb8-6597393b87d1,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,butadiene,{17836EA9-777F-4DDE-AA97-1A7204DED4B3},Emissions/ air/ unspecified,kg,=,,"1,3-Butadiene",457411b2-4dac-3eb2-965d-97b60660afa2,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,butyl acrylate,{455AD236-DC5B-412E-B15C-B75C60EEF0DE},Emissions/ air/ unspecified,kg,=,,Butyl acrylate,1176967e-dfb2-3d69-ba28-38e440581c25,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,butyl benzyl phthalate,{8195BA70-BFFC-47C6-BAA0-88A7CBDEAAF1},Emissions/ air/ unspecified,kg,=,,Butyl benzyl phthalate,47dc8d29-d18d-37a7-b415-ca964e7fb622,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,caprolactam,{2E23901A-1D06-44B9-8D4B-5EFDF0B0AE29},Emissions/ air/ unspecified,kg,=,,Caprolactam,133271d6-37c8-3f4f-89cf-992a77bb2857,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,carbon disulfide,{DCEC81FF-DDF8-46DA-8A94-FEE8CF616511},Emissions/ air/ unspecified,kg,=,,Carbon disulfide,5fe16b97-3332-38eb-8030-b62db19473eb,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,chlorobenzene,{075842CB-51A4-4E49-ADB5-66052C26B34B},Emissions/ air/ unspecified,kg,=,,Chlorobenzene,0fe64d97-61d5-3366-9778-8c39d00edd73,emission/air,kg,Edelen,Hottle,7/9/2020
IDEAv2.3,chloroform,{F7EBC45A-5262-499B-9B8C-D5452E419879},Emissions/ air/ unspecified,kg,=,,Chloroform,9fc17701-9417-3281-b9a3-d7ab3ecc1c57,emission/air,kg,Edelen,Hottle,7/9/2020
