SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,,SourceFlowCAS,SourceFlowCAS,Notes,TAH notes,
IDEA,dimethyl disulfide,{AD13A725-52CB-4BAD-BBF0-4F7F84EC4D54},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,000624-92-0,624920,Potential add with context,,0
IDEA,hydrogen chloride,{2E6A3C3B-417B-467B-AA16-04DA39E510AB},Emissions/ air/ unspecified,kg,=,,Hydrochloric acid,,emission/air,kg,Edelen,,7/29/2020,,007647-01-0,7647010,CAS Match,,1
IDEA,primary energy from hydro power,{2CD2BDCF-95C3-46BD-8946-14D23B4F309A},Resources/ water/ Renewable energy resources,MJ,=,,"Energy, hydro",,resource/water,MJ,Edelen,Hottle,7/10/2020,,,,Manual Match,,1
IDEA,methyl 4-hydroxybenzoate,{168CC02D-1F36-44CB-B46C-C7123F8F5C3A},Emissions/ water/ unspecified,kg,,,[unmapped],,,,,,,,000099-76-3,99763,Potential add with context,,0
IDEA,ground water,{EEFF19FE-A09D-4B3F-B2B0-AD74143B4F65},Resources/ water/ use,m3,=,1000,Water,,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,rain water,{B418FC41-B805-4023-B9EC-A65EF6E46FB1},Resources/ water/ use,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,transpiration rain water,{2CAF1567-AE99-4CF0-B6D5-80DC4D4737E7},Resources/ water/ consumption,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,borax,{481D1985-2671-4453-880E-9FA08D1262FA},Resources/ ground/ Non-renewable material resources,kg,=,,Borax,,resource/ground,kg,Edelen,Hottle,7/9/2020,,012447-40-4,12447404,CAS Match,,1
IDEA,carbon dioxide (fossil),{F3F4F316-49AC-4CD9-9DE9-4F3276974F5F},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000124-38-9,124389,CAS Match,,1
IDEA,nitrous oxide,{CE78E79D-9F85-4FFB-9DE3-44943A9A9641},Emissions/ air/ unspecified,kg,=,,Nitrous oxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,010024-97-2,10024972,CAS Match,,1
IDEA,mancozeb,{9E326FD5-6075-4254-AB73-EA27BA990005},Emissions/ air/ unspecified,kg,=,,Mancozeb,,emission/air,kg,Edelen,Hottle,7/9/2020,,008018-01-7,8018017,CAS Match,,1
IDEA,mancozeb,{A3CE6FB3-AF12-4539-BB80-502BF9C23045},Emissions/ water/ unspecified,kg,=,,Mancozeb,,emission/water,kg,Edelen,Hottle,7/9/2020,,008018-01-7,8018017,CAS Match,,1
IDEA,malathion,{644EBC85-DFE3-4772-B8DE-EBCBEC69A2A8},Emissions/ water/ unspecified,kg,=,,Malathion,,emission/water,kg,Edelen,Hottle,7/9/2020,,000121-75-5,121755,CAS Match,,1
IDEA,malathion,{9A968F39-7BDD-4AAE-B434-A8256E88B9BF},Emissions/ air/ unspecified,kg,=,,Malathion,,emission/air,kg,Edelen,Hottle,7/9/2020,,000121-75-5,121755,CAS Match,,1
IDEA,"hard coal, 25.7MJ/kg",{E3346BF0-6D8B-4C5B-A905-4B57C62DD441},Resources/ ground/ Non-renewable energy resources,kg,=,25.7,"Coal, anthracite",,resource/ground,MJ,Edelen,Hottle,7/9/2020,,,,Manual Match,,1
IDEA,rain water,{9D49C7C1-3550-49D0-ADF8-EA6BD6028993},Resources/ water/ withdrawal,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,transpiration_surface water,{D8C7C8F0-669E-4E56-91A1-F0A61B291865},Resources/ water/ consumption,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,transpiration_ground water,{4CBD189D-4D24-4AD6-8395-45CC5515B544},Resources/ water/ consumption,m3,=,1000,Water,,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,HFC-134a,{6CE87C66-5CF3-4668-A314-78666639FE16},Emissions/ air/ unspecified,kg,=,,HFC-134a,,emission/air,kg,Edelen,Hottle,7/9/2020,,000811-97-2,811972,CAS Match,,1
IDEA,barium,{735548E6-388E-4B6F-8260-2DBA98EE5909},Resources/ ground/ Non-renewable element resources,kg,=,,Barium,,resource/ground,kg,Edelen,Hottle,7/9/2020,,007440-39-3,7440393,CAS Match,,1
IDEA,niobium,{41EDB8CD-D384-4102-B917-E7A1EC47D4D5},Resources/ ground/ Non-renewable element resources,kg,=,,Niobium,,resource/ground,kg,Edelen,Hottle,7/9/2020,,007440-03-1,7440031,CAS Match,,1
IDEA,"2,3,7,8-tetrachlorodibenzo-p-dioxin",{DC84F008-5E0C-42EB-A222-68D4A6103641},Emissions/ air/ unspecified,kg,=,,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",,emission/air,kg,Edelen,Hottle,7/9/2020,,001746-01-6,1746016,CAS Match,,1
IDEA,carbon dioxide,{68AF811C-A3ED-42E8-B14A-AE4E4F83A90D},Resources/ air/ Renewable material resources,kg,=,,Carbon dioxide,,resource/air,kg,Edelen,Hottle,7/9/2020,,000124-38-9,124389,CAS Match,,1
IDEA,surface water,{FB1D3612-EF1D-4504-82F1-15D38C8E5082},Resources/ water/ consumption,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,sea water,{82E5ABE4-55DD-47EA-A397-94AC31839CCE},Resources/ water/ consumption,m3,=,1025,"Water, saline",,resource/water/saline water body/ocean,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,ground water,{BAF40C0E-A79A-455D-905A-9F46F247529C},Resources/ water/ consumption,m3,=,1000,Water,,resource/water/subterranean,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,brine,{B3D8D2ED-AF69-41BE-9E72-CDFD450E2BE8},Resources/ water/ consumption,m3,=,1025,"Water, saline",,resource/water/brackish water body,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,surface water,{110AA946-60E6-4795-8F51-45FDDC69F662},Resources/ water/ use,m3,=,1000,Water,,resource/water,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,sea water,{2B9BEF77-A3D2-45F2-B98A-25B7A553BB10},Resources/ water/ use,m3,=,1025,"Water, saline",,resource/water/saline water body/ocean,kg,Edelen,Hottle,7/9/2020,,007732-18-5,7732185,CAS Match,,1
IDEA,diuron,{AB31D067-2BC8-4610-8FA5-D701F286C48F},Emissions/ water/ unspecified,kg,=,,Diuron,,emission/water,kg,Edelen,Hottle,7/9/2020,,000330-54-1,330541,CAS Match,,1
IDEA,diuron,{0D223627-D9A4-47E3-8EE2-892CE1815D24},Emissions/ air/ unspecified,kg,=,,Diuron,,emission/air,kg,Edelen,Hottle,7/9/2020,,000330-54-1,330541,CAS Match,,1
IDEA,permethrin,{EB170626-EC42-4F39-8FA2-67FF30F8D93D},Emissions/ air/ unspecified,kg,=,,Permethrin,,emission/air,kg,Edelen,Hottle,7/9/2020,,052645-53-1,52645531,CAS Match,,1
IDEA,metolachlor,{7A9F0317-C527-4CAB-B7EB-8EFE396D7E5F},Emissions/ air/ unspecified,kg,=,,Metolachlor,,emission/air,kg,Edelen,Hottle,7/9/2020,,051218-45-2,51218452,CAS Match,,1
IDEA,hydrogen fluoride,{1A7812CF-2DF6-4560-98CF-95D7B0550C67},Emissions/ air/ unspecified,kg,=,,Hydrofluoric acid,,emission/air,kg,Edelen,Hottle,7/9/2020,,007664-39-3,7664393,CAS Match,,1
IDEA,nickel,{13334130-09E1-4915-B995-E70F1B5E6856},Emissions/ ground/ unspecified,kg,=,,Nickel,,emission/ground,kg,Edelen,Hottle,7/9/2020,,007440-02-0,7440020,CAS Match,,1
IDEA,tantalum,{1F0C9688-A7A9-4492-A79D-719063801901},Resources/ ground/ Non-renewable element resources,kg,=,,Tantalum,,resource/ground,kg,Edelen,Hottle,7/9/2020,,007440-25-7,7440257,CAS Match,,1
IDEA,diazinon,{29FA1B51-8085-429A-B9C5-C674B8078A11},Emissions/ air/ unspecified,kg,=,,Diazinon,,emission/air,kg,Edelen,Hottle,7/9/2020,,000333-41-5,333415,CAS Match,,1
IDEA,talc,{41FBD42F-5509-47CA-8652-C3E41482DC4A},Resources/ ground/ Non-renewable material resources,kg,=,,Steatite,,resource/ground,kg,Edelen,Hottle,7/9/2020,,014807-96-6,14807966,CAS Match,,1
IDEA,carbon dioxide,{D8C9F69C-923E-4EFB-8B6D-C2EB4B8089A1},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000124-38-9,124389,CAS Match,,1
IDEA,selenium,{4D6688DF-F3EB-4C93-B6DA-3741D4207C91},Resources/ ground/ Non-renewable element resources,kg,=,,Selenium,,resource/ground,kg,Edelen,Hottle,7/9/2020,,007782-49-2,7782492,CAS Match,,1
IDEA,tungsten,{2AA2EF24-6F71-4607-959D-75BF0C4B81E9},Resources/ ground/ Non-renewable element resources,kg,=,,Tungsten,,resource/ground,kg,Edelen,Hottle,7/9/2020,,007440-33-7,7440337,CAS Match,,1
IDEA,hydrogen fluoride,{506F289C-A430-4F54-836A-554CE56E435A},Emissions/ water/ unspecified,kg,=,,Hydrofluoric acid,,emission/water,kg,Edelen,Hottle,7/9/2020,,007664-39-3,7664393,CAS Match,,1
IDEA,methane (biogenic),{E2F4C1C3-B65A-44B3-B21F-E147C82CBA7A},Emissions/ air/ unspecified,kg,=,,Methane,,emission/air,kg,Edelen,Hottle,7/9/2020,,000074-82-8,74828,CAS Match,,1
IDEA,carbon dioxide (biogenic),{BA5ECEF1-096F-4E4C-8395-4475240EFC19},Emissions/ air/ unspecified,kg,=,,Carbon dioxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000124-38-9,124389,CAS Match,,1
IDEA,chemical oxygen demand,{C2EFA0F1-FD04-4936-9A06-15A389FF14B1},Emissions/ water/ unspecified,kg,=,,Chemical Oxygen Demand,,emission/water,kg,Edelen,Hottle,7/9/2020,,,,CAS Match,,1
IDEA,methane (fossil),{2EFFEB07-AFFD-4EE8-A632-02E20B476EA6},Emissions/ air/ unspecified,kg,=,,Methane,,emission/air,kg,Edelen,Hottle,7/9/2020,,000074-82-8,74828,CAS Match,,1
IDEA,carbon monoxide,{35E26B00-3BA1-42C3-99B7-94311121505B},Emissions/ air/ unspecified,kg,=,,Carbon monoxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000630-08-0,630080,CAS Match,,1
IDEA,methane,{F6EF4CCC-68B5-4B8A-B649-3374B1BFD368},Emissions/ air/ unspecified,kg,=,,Methane,,emission/air,kg,Edelen,Hottle,7/9/2020,,000074-82-8,74828,CAS Match,,1
IDEA,HCFC-141b,{E8E0CCAE-D0DF-4CBE-973B-7B4A16EBA3D6},Emissions/ air/ unspecified,kg,=,,HCFC-141b,,emission/air,kg,Edelen,Hottle,7/9/2020,,001717-00-6,1717006,CAS Match,,1
IDEA,cobalt,{6DD765C5-2FD9-4274-A090-8F149B415841},Emissions/ water/ unspecified,kg,=,,Cobalt,,emission/water,kg,Edelen,Hottle,7/9/2020,,007440-48-4,7440484,CAS Match,,1
IDEA,copper,{9122D556-45DA-4EE5-8766-8D11C02A7841},Emissions/ air/ unspecified,kg,=,,Copper,,emission/air,kg,Edelen,Hottle,7/9/2020,,,,CAS Match,,1
IDEA,"natural gas, 54.6MJ/kg",{688566DC-43FC-4157-A958-699E918BAFEB},Resources/ ground/ Non-renewable energy resources,kg,=,54.6,Natural gas,,resource/air/subterranean,MJ,Edelen,Hottle,7/9/2020,,,,CAS Match,,0
IDEA,phenol,{466F6C76-CAE9-46B5-9ACD-DF4D9B099868},Emissions/ water/ unspecified,kg,=,,Phenol,,emission/water,kg,Edelen,Hottle,7/9/2020,,000108-95-2,108952,CAS Match,,1
IDEA,sulphuric acid,{9511C851-F209-4FC2-98C2-6C24A9CE09A9},Emissions/ water/ unspecified,kg,=,,Sulfuric acid,,emission/water,kg,Edelen,Hottle,7/9/2020,,007664-93-9,7664939,CAS Match,,1
IDEA,"Natural Gas Liquids, 46.5MJ/kg",{56991ECE-E1C9-440F-96B0-0CA25B69D6C9},Resources/ ground/ Non-renewable energy resources,kg,~,46.5,Natural gas,,resource/air/subterranean,MJ,Hottle,Edelen,7/16/2020,,,,"Not an EF, Technosphere Flow","previously mapped to ""Natural gas""",0
IDEA,"2,2'-{isopropylidenebis[(2,6-dibromo-4,1-phenylene)oxy]}diethanol",{4F19E14F-E1DF-4D26-8EE6-459C581FE2FF},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,004162-45-2,4162452,Potential add with context,,0
IDEA,"5-dimethylamino-1,2,3-trithiane",{82335053-A043-483A-98EE-EA95D8656E7C},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,031895-21-3,31895213,Potential add with context,,0
IDEA,CFC-113,{919B596B-4DD3-4543-B473-E5DB09FA6522},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,026523-64-8,26523648,Potential add with context,,0
IDEA,"wood, Japan, artificial forest, reforestation",{E2AEF9DA-B00D-4CFE-A72D-838743A06EE6},Resources/ ground/ Renewable material resources,kg,=,,Wood,,resource/biotic,kg,Edelen,Hottle,7/2/2020,,,,Manual Match,,0
IDEA,"wood, Japan, artificial forest, without reforestation",{1380AD31-59CC-4644-80ED-E433E7120BF9},Resources/ ground/ Renewable material resources,kg,=,,Wood,,resource/biotic,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,0
IDEA,oil and grease,{2DE3DA0F-DE8D-4F24-9D9B-78F4E441E02F},Emissions/ water/ unspecified,kg,,,[unmapped],,,,,,,,,,Unidentifiable group,,0
IDEA,treated MSW for landfill,{BB982544-B16D-44DB-BB21-4280FA3E2AA0},Emissions/ ground/ unspecified,kg,,,[unmapped],,,,,,,,,,"Not an EF, Waste Flow",,0
IDEA,treated industrial waste for landfill,{400CB1F5-9EAB-46DA-974C-E53E85994D50},Emissions/ ground/ unspecified,kg,,,[unmapped],,,,,,,,,,"Not an EF, Waste Flow",,0
IDEA,peridotite,{AFB6B2C2-155C-4C7D-A0D4-D2E96603BCCC},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"Potential add to list, defined by mindat.org",,0
IDEA,natural latex,{7AFBFC27-58F3-410F-BB81-53D681414428},Resources/ ground/ Renewable material resources,kg,,,[unmapped],,,,,,,,,,Potential add to list (define by forestry services)----- I'd say Resource/Biotic as context since it comes from trees---,,0
IDEA,acid clay,{FD7B9CBD-86DC-4A31-8E9B-5788C45CA135},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"?, industrial term for an ill defined group of rocks",,0
IDEA,serpentine,{C3B3380C-3D81-4B3A-827D-E5D720843AE2},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"Potential add to list, defined by mindat.org",,0
IDEA,pyrophyllite,{16F2C4C7-29A2-40E3-B69E-6CC0E3F2F4A6},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"Potential add to list, defined by mindat.org",,0
IDEA,CFC-12,{3456085C-3E77-4F36-BCED-5B66B77CE440},Emissions/ air/ unspecified,kg,=,,CFC-12,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-71-8,75718,CAS Match,,1
IDEA,4-ethenylcyclohexene,{0542F3C2-1F7F-4601-8B79-577667327233},Emissions/ air/ unspecified,kg,=,,4-Vinylcyclohexene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000100-40-3,100403,CAS Match,,1
IDEA,acenaphthene,{A9FCB767-194A-4DD9-928C-770A74A74835},Emissions/ air/ unspecified,kg,=,,Acenaphthene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000083-32-9,83329,CAS Match,,1
IDEA,acetaldehyde,{66B2F443-5ADB-4B0E-BD35-184A953A0242},Emissions/ air/ unspecified,kg,=,,Acetaldehyde,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-07-0,75070,CAS Match,,1
IDEA,acrolein,{60B584EC-DD77-431B-A077-695B408B62E9},Emissions/ air/ unspecified,kg,=,,Acrolein,,emission/air,kg,Edelen,Hottle,7/9/2020,,000107-02-8,107028,CAS Match,,1
IDEA,acrylamide,{FC26445A-C999-4DDF-ABDD-13970ED3B8D4},Emissions/ air/ unspecified,kg,=,,Acrylamide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000079-06-1,79061,CAS Match,,1
IDEA,acrylic acid,{9B00C216-811A-4A92-B953-B84D9A81B020},Emissions/ air/ unspecified,kg,=,,Acrylic acid,,emission/air,kg,Edelen,Hottle,7/9/2020,,000079-10-7,79107,CAS Match,,1
IDEA,aniline,{586B7F5E-E556-4A96-B28D-0F254CC1C059},Emissions/ air/ unspecified,kg,=,,Aniline,,emission/air,kg,Edelen,Hottle,7/9/2020,,000062-53-3,62533,CAS Match,,1
IDEA,anthracene,{6FADCC36-914C-4991-962C-E934238CB317},Emissions/ air/ unspecified,kg,=,,Anthracene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000120-12-7,120127,CAS Match,,1
IDEA,CFC-11,{A5CC776B-A2E1-443B-9713-4C5C068E78BB},Emissions/ air/ unspecified,kg,=,,CFC-11,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-69-4,75694,CAS Match,,1
IDEA,Halon-1301,{BE9A84B0-7041-4483-8D22-3C19472EB812},Emissions/ air/ unspecified,kg,=,,Halon 1301,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-63-8,75638,CAS Match,,1
IDEA,HCFC-123,{80128869-2842-4F88-BB89-CD5D17B1A1BF},Emissions/ air/ unspecified,kg,=,,HCFC-123,,emission/air,kg,Edelen,Hottle,7/9/2020,,000306-83-2,306832,CAS Match,,1
IDEA,HCFC-124,{D527B410-B021-4123-9378-81CA5FB9B4B3},Emissions/ air/ unspecified,kg,=,,HCFC-124,,emission/air,kg,Edelen,Hottle,7/9/2020,,002837-89-0,2837890,CAS Match,,1
IDEA,HCFC-140,{26234DC3-C6E4-439E-9C4D-972D27ED4596},Emissions/ air/ unspecified,kg,=,,"1,1,1-Trichloroethane",,emission/air,kg,Edelen,Hottle,7/9/2020,,000071-55-6,71556,CAS Match,,1
IDEA,HCFC-142b,{EB13BC94-509A-45B0-8ED1-FF089672F8B7},Emissions/ air/ unspecified,kg,=,,HCFC-142b,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-68-3,75683,CAS Match,,1
IDEA,HCFC-22,{995725F4-E61D-41B2-9FA5-49B13B8CE508},Emissions/ air/ unspecified,kg,=,,HCFC-22,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-45-6,75456,CAS Match,,1
IDEA,(phenoxymethyl)-oxirane,{61752BC0-401E-4D08-9BD1-560E4F9B00A6},Emissions/ air/ unspecified,kg,=,,Phenyl glycidyl ether,,emission/air,kg,Edelen,Hottle,7/9/2020,,000122-60-1,122601,CAS Match,,1
IDEA,"1,1,2-trichloroethane",{88E4BE18-ABD0-416A-8E30-8DC8509A7769},Emissions/ air/ unspecified,kg,=,,"1,1,2-Trichloroethane",,emission/air,kg,Edelen,Hottle,7/9/2020,,000079-00-5,79005,CAS Match,,1
IDEA,"1,1-dichloroethylene",{80F59B02-FC68-436E-AA3D-3EAAEF4BBF88},Emissions/ air/ unspecified,kg,=,,"1,1-Dichloroethylene",,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-35-4,75354,CAS Match,,1
IDEA,"1,2,4-trimethylbenzene",{D708BBFE-6C29-4E40-8705-B6AD97F06D8A},Emissions/ air/ unspecified,kg,=,,"1,2,4-Trimethylbenzene",,emission/air,kg,Edelen,Hottle,7/9/2020,,000095-63-6,95636,CAS Match,,1
IDEA,"1,2-benzenediol",{41715C2A-AC41-44F6-AE46-D7A2021FD7A6},Emissions/ air/ unspecified,kg,=,,Catechol,,emission/air,kg,Edelen,Hottle,7/9/2020,,000120-80-9,120809,CAS Match,,1
IDEA,"1,2-dichloroethane",{3B15DA3F-8966-40A2-9E26-26CDCA31F964},Emissions/ air/ unspecified,kg,=,,"1,2-Dichloroethane",,emission/air,kg,Edelen,Hottle,7/9/2020,,000107-06-2,107062,CAS Match,,1
IDEA,"1,2-dichloropropane",{04CB8C2D-4BF8-4677-88E8-0EFC57EADDB2},Emissions/ air/ unspecified,kg,=,,"1,2-Dichloropropane",,emission/air,kg,Edelen,Hottle,7/9/2020,,000078-87-5,78875,CAS Match,,1
IDEA,"1,3,5-trimethylbenzene",{E076A7C8-98A2-4710-8471-C2C940D4B802},Emissions/ air/ unspecified,kg,=,,"1,3,5-Trimethylbenzene",,emission/air,kg,Edelen,Hottle,7/9/2020,,000108-67-8,108678,CAS Match,,1
IDEA,"1,4-dioxane",{0B51F429-C849-4C7B-9A08-3F57319ECDC2},Emissions/ air/ unspecified,kg,=,,"1,4-Dioxane",,emission/air,kg,Edelen,Hottle,7/9/2020,,000123-91-1,123911,CAS Match,,1
IDEA,1-chloro-4-nitrobenzene,{864D9415-C1EC-4AFA-86E9-B5C8938816F4},Emissions/ air/ unspecified,kg,=,,p-Chloronitrobenzene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000100-00-5,100005,CAS Match,,1
IDEA,1-octanol,{85DE9F61-2177-40B7-A575-D618F4C1A1C9},Emissions/ air/ unspecified,kg,=,,1-Octanol,,emission/air,kg,Edelen,Hottle,7/9/2020,,000111-87-5,111875,CAS Match,,1
IDEA,"2,4,6-tribromophenol",{D4AA836C-6564-4D23-B7F8-451B0AAB32C6},Emissions/ air/ unspecified,kg,=,,"2,4,6-Tribromophenol",,emission/air,kg,Edelen,Hottle,7/9/2020,,000118-79-6,118796,CAS Match,,1
IDEA,"2,4/2,6-toluenediisocyanate (mixture)",{20875C2F-8D95-4957-B214-1F025C9AFAD1},Emissions/ air/ unspecified,kg,=,,Toluene diisocyanate,,emission/air,kg,Edelen,Hottle,7/9/2020,,026471-62-5,26471625,CAS Match,,1
IDEA,2-ethoxyethanol,{E146FCC0-7CF0-43A6-9289-219D80F3E9FD},Emissions/ air/ unspecified,kg,=,,2-Ethoxyethanol,,emission/air,kg,Edelen,Hottle,7/9/2020,,000110-80-5,110805,CAS Match,,1
IDEA,2-ethoxyethyl acetate,{6973363D-9E0B-4CC9-978A-EBD159828A16},Emissions/ air/ unspecified,kg,=,,Ethylene glycol monoethyl ether acetate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000111-15-9,111159,CAS Match,,1
IDEA,2-methoxyethanol,{B67384DF-1DF6-42AA-A890-9F4EF47E8600},Emissions/ air/ unspecified,kg,=,,2-Methoxyethanol,,emission/air,kg,Edelen,Hottle,7/9/2020,,000109-86-4,109864,CAS Match,,1
IDEA,"4,4'-methylenebis-(2-chlorobenzenamine",{024ABD98-CB8A-4075-8494-B43140A4E6BB},Emissions/ air/ unspecified,kg,=,,"4,4'-Methylenebis(2-chloroaniline)",,emission/air,kg,Edelen,Hottle,7/9/2020,,000101-14-4,101144,CAS Match,,1
IDEA,"4,4'-methylenedianiline",{34A64199-477B-4A00-AA13-045E811E295A},Emissions/ air/ unspecified,kg,=,,"4,4'-Methylenedianiline",,emission/air,kg,Edelen,Hottle,7/9/2020,,000101-77-9,101779,CAS Match,,1
IDEA,antimony,{7DC0F43C-D80D-48B1-901F-CE2FF2DADCAA},Emissions/ air/ unspecified,kg,=,,Antimony,,emission/air,kg,Edelen,Hottle,7/9/2020,,007440-36-0,7440360,CAS Match,,1
IDEA,benzaldehyde,{912CD2E8-30B8-45D5-9D13-597FA7866E7B},Emissions/ air/ unspecified,kg,=,,Benzaldehyde,,emission/air,kg,Edelen,Hottle,7/9/2020,,000100-52-7,100527,CAS Match,,1
IDEA,benzene,{DD10E4D7-BEB9-44FE-9DB5-7E33041F4AC4},Emissions/ air/ unspecified,kg,=,,Benzene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000071-43-2,71432,CAS Match,,1
IDEA,benzylchloride,{59A479CF-BC49-4008-97C7-CCF2F3A681EC},Emissions/ air/ unspecified,kg,=,,Benzyl chloride,,emission/air,kg,Edelen,Hottle,7/9/2020,,000100-44-7,100447,CAS Match,,1
IDEA,biphenyl,{FB91FB63-5E04-4E3A-8939-16447CCBDF5C},Emissions/ air/ unspecified,kg,=,,Biphenyl,,emission/air,kg,Edelen,Hottle,7/9/2020,,000092-52-4,92524,CAS Match,,1
IDEA,butadiene,{17836EA9-777F-4DDE-AA97-1A7204DED4B3},Emissions/ air/ unspecified,kg,=,,"1,3-Butadiene",,emission/air,kg,Edelen,Hottle,7/9/2020,,000106-99-0,106990,CAS Match,,1
IDEA,butyl acrylate,{455AD236-DC5B-412E-B15C-B75C60EEF0DE},Emissions/ air/ unspecified,kg,=,,Butyl acrylate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000141-32-2,141322,CAS Match,,1
IDEA,butyl benzyl phthalate,{8195BA70-BFFC-47C6-BAA0-88A7CBDEAAF1},Emissions/ air/ unspecified,kg,=,,Butyl benzyl phthalate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000085-68-7,85687,CAS Match,,1
IDEA,caprolactam,{2E23901A-1D06-44B9-8D4B-5EFDF0B0AE29},Emissions/ air/ unspecified,kg,=,,Caprolactam,,emission/air,kg,Edelen,Hottle,7/9/2020,,000105-60-2,105602,CAS Match,,1
IDEA,carbon disulfide,{DCEC81FF-DDF8-46DA-8A94-FEE8CF616511},Emissions/ air/ unspecified,kg,=,,Carbon disulfide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-15-0,75150,CAS Match,,1
IDEA,chlorobenzene,{075842CB-51A4-4E49-ADB5-66052C26B34B},Emissions/ air/ unspecified,kg,=,,Chlorobenzene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000108-90-7,108907,CAS Match,,1
IDEA,chloroform,{F7EBC45A-5262-499B-9B8C-D5452E419879},Emissions/ air/ unspecified,kg,=,,Chloroform,,emission/air,kg,Edelen,Hottle,7/9/2020,,000067-66-3,67663,CAS Match,,1
IDEA,chromium VI,{04D87813-6624-499E-88A6-D190BCB4786F},Emissions/ air/ unspecified,kg,=,,Chromium(VI),,emission/air,kg,Edelen,Hottle,7/9/2020,,018540-29-9,18540299,CAS Match,,1
IDEA,"cis-1,2-dichloroethylene",{21B72F0E-70AC-4310-BA6D-E99866C0B6AA},Emissions/ air/ unspecified,kg,=,,"cis-1,2-Dichloroethylene",,emission/air,kg,Edelen,Hottle,7/9/2020,,000156-59-2,156592,CAS Match,,1
IDEA,cresol,{9D3EBFB3-7E51-4A5D-9680-DF9F602D476C},Emissions/ air/ unspecified,kg,=,,Cresol,,emission/air,kg,Edelen,Hottle,7/9/2020,,001319-77-3,1319773,CAS Match,,1
IDEA,cumene,{BB6B0079-C4B8-4E0B-8972-211D475EAB5D},Emissions/ air/ unspecified,kg,=,,Cumene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000098-82-8,98828,CAS Match,,1
IDEA,dazomet,{7677C266-93E0-42EB-B2DB-41D6E2B58E81},Emissions/ air/ unspecified,kg,=,,Dazomet,,emission/air,kg,Edelen,Hottle,7/9/2020,,000533-74-4,533744,CAS Match,,1
