SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,,SourceFlowCAS,SourceFlowCAS,Notes,TAH notes,
IDEA,decabromophenyl ether,{74BBE201-DCE3-4C0C-B7A1-0034DDB064B9},Emissions/ air/ unspecified,kg,=,,Decabromodiphenyl oxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,001163-19-5,1163195,CAS Match,,1
IDEA,dibutyl phthalate,{AAD4B016-C832-47FE-91B0-4BD4778B707C},Emissions/ air/ unspecified,kg,=,,Dibutyl phthalate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000084-74-2,84742,CAS Match,,1
IDEA,dichloromethane,{86CE0DD4-D8AA-4A48-91AE-A41055FCC2D9},Emissions/ air/ unspecified,kg,=,,Methylene chloride,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-09-2,75092,CAS Match,,1
IDEA,dichlorvos,{E0B4A359-99E5-44BC-B0F1-86BFCEDB3640},Emissions/ air/ unspecified,kg,=,,Dichlorvos,,emission/air,kg,Edelen,Hottle,7/9/2020,,000062-73-7,62737,CAS Match,,1
IDEA,dimethoate,{EF19824A-4234-45A4-9D39-9974C2832CA0},Emissions/ air/ unspecified,kg,=,,Dimethoate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000060-51-5,60515,CAS Match,,1
IDEA,dimethyl formamide,{8847592D-26BE-45E3-B730-8963CC98FCED},Emissions/ air/ unspecified,kg,=,,"N,N-Dimethylformamide",,emission/air,kg,Edelen,Hottle,7/9/2020,,000068-12-2,68122,CAS Match,,1
IDEA,dimethyl terephthalate,{8CDBC09A-42B9-4830-AAFB-08D66DA08274},Emissions/ air/ unspecified,kg,=,,Dimethyl terephthalate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000120-61-6,120616,CAS Match,,1
IDEA,diphenyl amine,{F24BE22F-AAC7-4735-A9DC-3639597DDBD1},Emissions/ air/ unspecified,kg,=,,Diphenylamine,,emission/air,kg,Edelen,Hottle,7/9/2020,,000122-39-4,122394,CAS Match,,1
IDEA,di-sec-octyl phthalate,{73A77960-887C-4431-A0E7-430658BF925D},Emissions/ air/ unspecified,kg,=,,Di(2-ethylhexyl) phthalate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000117-81-7,117817,CAS Match,,1
IDEA,silica stone,{524E8B82-7553-406A-B38F-6F9BBEE29120},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"Potential add to list, defined by mindat.org",,0
IDEA,epichlorohydrin,{993E3D6C-75FE-4D05-8000-10A596219FC0},Emissions/ air/ unspecified,kg,=,,Epichlorohydrin,,emission/air,kg,Edelen,Hottle,7/9/2020,,000106-89-8,106898,CAS Match,,1
IDEA,ethyl acrylate,{B4AA2CB3-A214-4F60-A4AE-60D311A5DC93},Emissions/ air/ unspecified,kg,=,,Ethyl acrylate,,emission/air,kg,Edelen,Hottle,7/9/2020,,000140-88-5,140885,CAS Match,,1
IDEA,ethyl benzene,{B3134F05-DE55-4F36-A3D7-F5918685A590},Emissions/ air/ unspecified,kg,=,,Ethylbenzene,,emission/air,kg,Edelen,Hottle,7/9/2020,,000100-41-4,100414,CAS Match,,1
IDEA,ethylene oxide,{72663FCD-430D-4349-B9E5-42838FAC522D},Emissions/ air/ unspecified,kg,=,,Ethylene oxide,,emission/air,kg,Edelen,Hottle,7/9/2020,,000075-21-8,75218,CAS Match,,1
IDEA,ethyleneimine,{277FC800-19A2-4F68-87D6-80DE2DE4AAEC},Emissions/ air/ unspecified,kg,=,,Aziridine,,emission/air,kg,Edelen,Hottle,7/9/2020,,000151-56-4,151564,CAS Match,,1
IDEA,fenitrothion,{EDF6513F-2712-4FD1-BDEA-56963AB63B09},Emissions/ air/ unspecified,kg,=,,Fenitrothion,,emission/air,kg,Edelen,Hottle,7/9/2020,,000122-14-5,122145,CAS Match,,1
IDEA,fenthion,{5AE389E4-00AD-4DE8-A6F9-504903E739E4},Emissions/ air/ unspecified,kg,=,,Fenthion,,emission/air,kg,Edelen,Hottle,7/9/2020,,000055-38-9,55389,CAS Match,,1
IDEA,formaldehyde,{CF5E862B-E77C-4544-B893-AFDEAC23BB7D},Emissions/ air/ unspecified,kg,=,,Formaldehyde,,emission/air,kg,Edelen,Hottle,7/9/2020,,000050-00-0,50000,CAS Match,,1
IDEA,glyoxal,{C00E36F9-FBB7-43E9-AF68-94E826204355},Emissions/ air/ unspecified,kg,=,,Glyoxal,,emission/air,kg,Edelen,Hottle,7/10/2020,,000107-22-2,107222,CAS Match,,1
IDEA,hexamethylene diamine,{24E654B3-AFCE-401F-B30E-C6F570DEF218},Emissions/ air/ unspecified,kg,=,,Hexamethylenediamine,,emission/air,kg,Edelen,Hottle,7/10/2020,,000124-09-4,124094,CAS Match,,1
IDEA,hexane,{A25ED5D7-B533-4643-BF7E-30AABC2322CF},Emissions/ air/ unspecified,kg,=,,Hexane,,emission/air,kg,Edelen,Hottle,7/10/2020,,000110-54-3,110543,CAS Match,,1
IDEA,HFC-125,{B7056DA1-6096-4BCA-BBE6-711C6CF13EB8},Emissions/ air/ unspecified,kg,=,,HFC-125,,emission/air,kg,Edelen,Hottle,7/10/2020,,000354-33-6,354336,CAS Match,,1
IDEA,HFC-152a,{6781F7DB-4ACD-4EFF-AE34-78461D202601},Emissions/ air/ unspecified,kg,=,,HFC-152a,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-37-6,75376,CAS Match,,1
IDEA,HFC-23,{25CCFC91-51DD-4D09-B1FD-69B9552BCAF8},Emissions/ air/ unspecified,kg,=,,HFC-23,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-46-7,75467,CAS Match,,1
IDEA,HFC-32,{B0621B86-3511-47DF-B1DA-738BAE7E0D20},Emissions/ air/ unspecified,kg,=,,HFC-32,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-10-5,75105,CAS Match,,1
IDEA,hydrazine,{4AE4B97E-2B6E-4AA2-9D2A-0DF51A66BBC6},Emissions/ air/ unspecified,kg,=,,Hydrazine,,emission/air,kg,Edelen,Hottle,7/10/2020,,000302-01-2,302012,CAS Match,,1
IDEA,isobutyraldehyde,{7C10D001-BB4E-40CF-B332-8000B5D4F052},Emissions/ air/ unspecified,kg,=,,Isobutyraldehyde,,emission/air,kg,Edelen,Hottle,7/10/2020,,000078-84-2,78842,CAS Match,,1
IDEA,isoprene,{0C8FF8E2-1B59-422C-A535-7E484BBA34D5},Emissions/ air/ unspecified,kg,=,,Isoprene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000078-79-5,78795,CAS Match,,1
IDEA,maleic anhydride,{B92F00AB-827C-4BA6-B852-E491A8452597},Emissions/ air/ unspecified,kg,=,,Maleic anhydride,,emission/air,kg,Edelen,Hottle,7/10/2020,,000108-31-6,108316,CAS Match,,1
IDEA,ethylmercaptan,{3FCDD2E5-D4F9-4859-BC70-85BB513E6233},Emissions/ air/ unspecified,kg,=,,Ethyl mercaptan,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-08-1,75081,CAS Match,,1
IDEA,methacrylate,{A6EB64E8-2BE2-4E75-B635-42FF06DB1155},Emissions/ air/ unspecified,kg,=,,Methyl acrylate,,emission/air,kg,Edelen,Hottle,7/10/2020,,000096-33-3,96333,CAS Match,,1
IDEA,methacrylic acid,{D3619B55-523A-4185-AC86-CE8BC48B6070},Emissions/ air/ unspecified,kg,=,,Methacrylic acid,,emission/air,kg,Edelen,Hottle,7/10/2020,,000079-41-4,79414,CAS Match,,1
IDEA,methyl methacrylate,{F676F201-3F26-4DAD-A85F-463CF04761D2},Emissions/ air/ unspecified,kg,=,,Methyl methacrylate,,emission/air,kg,Edelen,Hottle,7/10/2020,,000080-62-6,80626,CAS Match,,1
IDEA,monoethanolamine,{4A66CA8F-12F9-450A-AF3D-D1F9551B9AF4},Emissions/ air/ unspecified,kg,=,,Ethanolamine,,emission/air,kg,Edelen,Hottle,7/10/2020,,000141-43-5,141435,CAS Match,,1
IDEA,naphthalene,{BD462673-42FE-4261-8ADA-AED219941508},Emissions/ air/ unspecified,kg,=,,Naphthalene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000091-20-3,91203,CAS Match,,1
IDEA,nickel compounds,{FBDF78E7-080D-464B-BFD1-14EB90E72786},Emissions/ air/ unspecified,kg,=,,Nickel compounds,,emission/air,kg,Edelen,Hottle,7/10/2020,,,,Name Match,,1
IDEA,nitrobenzene,{28730F6B-22E7-4CE1-9F48-A8F9056A7C4E},Emissions/ air/ unspecified,kg,=,,Nitrobenzene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000098-95-3,98953,CAS Match,,1
IDEA,nonylphenol,{89155DAE-7284-4D05-B6B2-86DCA63E5134},Emissions/ air/ unspecified,kg,=,,Nonylphenol,,emission/air,kg,Edelen,Hottle,7/10/2020,,025154-52-3,25154523,CAS Match,,1
IDEA,o-phenylphenol,{F37BAD20-2B21-46C5-B8FF-3DB9D075D9CD},Emissions/ air/ unspecified,kg,=,,2-Phenylphenol,,emission/air,kg,Edelen,Hottle,7/10/2020,,000090-43-7,90437,CAS Match,,1
IDEA,phenol,{5890C1CA-E6D2-4646-984C-21E67ECE30A5},Emissions/ air/ unspecified,kg,=,,Phenol,,emission/air,kg,Edelen,Hottle,7/10/2020,,000108-95-2,108952,CAS Match,,1
IDEA,phthalic anhydride,{AA2DB164-AC23-4938-8B8B-B7A38D0460BA},Emissions/ air/ unspecified,kg,=,,Phthalic anhydride,,emission/air,kg,Edelen,Hottle,7/10/2020,,000085-44-9,85449,CAS Match,,1
IDEA,propargite,{5AD5A12A-3ECC-4083-8FCD-2E0313B39FEF},Emissions/ air/ unspecified,kg,=,,Propargite,,emission/air,kg,Edelen,Hottle,7/10/2020,,002312-35-8,2312358,CAS Match,,1
IDEA,propylene oxide,{A3304302-F9D5-44B2-9819-5ED63FB6750D},Emissions/ air/ unspecified,kg,=,,Propylene oxide,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-56-9,75569,CAS Match,,1
IDEA,R-40,{D5CBBF0E-99BC-42ED-BAF2-E521095E65EA},Emissions/ air/ unspecified,kg,=,,Chloromethane,,emission/air,kg,Edelen,Hottle,7/10/2020,,000074-87-3,74873,CAS Match,,1
IDEA,selenium,{DD181E45-813F-448A-A712-362B82742DC4},Emissions/ air/ unspecified,kg,=,,Selenium,,emission/air,kg,Edelen,Hottle,7/10/2020,,007782-49-2,7782492,CAS Match,,1
IDEA,styrene,{DD6686AA-D68D-4E22-8EE2-D6CF2EB51FA8},Emissions/ air/ unspecified,kg,=,,Styrene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000100-42-5,100425,CAS Match,,1
IDEA,terephthalic acid,{4D297CE8-3F84-4C91-A4C5-7A96F5872DCA},Emissions/ air/ unspecified,kg,=,,Terephthalic acid,,emission/air,kg,Edelen,Hottle,7/10/2020,,000100-21-0,100210,CAS Match,,1
IDEA,tetrachloroethene,{8602C2FE-2B27-4FC4-86C6-CEBCA95476AF},Emissions/ air/ unspecified,kg,=,,Tetrachloroethylene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000127-18-4,127184,CAS Match,,1
IDEA,thiourea,{36F6F40D-826E-490F-8A1D-7541A5BB3ADE},Emissions/ air/ unspecified,kg,=,,Thiourea,,emission/air,kg,Edelen,Hottle,7/10/2020,,000062-56-6,62566,CAS Match,,1
IDEA,thiram,{34CFEDE6-B8A0-40EC-843D-B8C1587CEB75},Emissions/ air/ unspecified,kg,=,,Thiram,,emission/air,kg,Edelen,Hottle,7/10/2020,,000137-26-8,137268,CAS Match,,1
IDEA,toluene,{11EF7682-12C7-46BD-AF82-FA05111D98A6},Emissions/ air/ unspecified,kg,=,,Toluene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000108-88-3,108883,CAS Match,,1
IDEA,trichloroethene,{27ECCA0C-70C6-4FAE-8C41-3B7ADC722EB2},Emissions/ air/ unspecified,kg,=,,Trichloroethylene,,emission/air,kg,Edelen,Hottle,7/10/2020,,000079-01-6,79016,CAS Match,,1
IDEA,trichlorofon,{938B8BA9-CDA9-4389-A3CE-BF8E150B03FD},Emissions/ air/ unspecified,kg,=,,Trichlorfon,,emission/air,kg,Edelen,Hottle,7/10/2020,,000052-68-6,52686,CAS Match,,1
IDEA,vinyl acetate,{66196A52-FEB2-4661-B2FB-A38D0459EE9F},Emissions/ air/ unspecified,kg,=,,Vinyl acetate,,emission/air,kg,Edelen,Hottle,7/10/2020,,000108-05-4,108054,CAS Match,,1
IDEA,vinyl chloride,{C8BB78DD-05E3-45BD-91AD-94A30812148A},Emissions/ air/ unspecified,kg,=,,Vinyl chloride,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-01-4,75014,CAS Match,,1
IDEA,xylene (all isomers),{C5BD1491-8B98-4AC1-8E8B-75B25842C217},Emissions/ air/ unspecified,kg,=,,Xylene,,emission/air,kg,Edelen,Hottle,7/10/2020,,001330-20-7,1330207,CAS Match,,1
IDEA,ziram,{F94D0CC3-8602-404B-A029-0FE15DE945B0},Emissions/ air/ unspecified,kg,=,,Ziram,,emission/air,kg,Edelen,Hottle,7/10/2020,,000137-30-4,137304,CAS Match,,1
IDEA,"NOx, urban high stacks",{4E6321B4-0C99-4AC0-9C39-651FA4415F6C},Emissions/ air/ urban high stacks,kg,=,,Nitrogen oxides,,emission/air/troposphere/urban/high,kg,Edelen,Hottle,7/10/2020,,,,Manual Match,,1
IDEA,"NOx, non-urban",{1CBA6AE4-66BB-4B66-AEA5-D373E9F443C3},Emissions/ air/ non-urban,kg,=,,Nitrogen oxides,,emission/air/troposphere/rural,kg,Edelen,Hottle,7/10/2020,,,,Manual Match,,1
IDEA,"Particulates (PM2.5), urban air close to ground",{A1560406-241D-42CB-A1BA-5E9289A21903},Emissions/ air/ urban air close to ground,kg,=,,"Particulate matter, ≤ 2.5μm",,emission/air/troposphere/urban/ground-level,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"Particulates (PM2.5), urban high stacks",{2A2472F4-632E-4E60-9FB2-A80B08B24C56},Emissions/ air/ urban high stacks,kg,=,,"Particulate matter, ≤ 2.5μm",,emission/air/troposphere/urban/high,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"Particulates (PM2.5), non-urban",{F9E53CBD-2A3C-454F-ABF2-D3F69D1420F7},Emissions/ air/ non-urban,kg,=,,"Particulate matter, ≤ 2.5μm",,emission/air/troposphere/rural,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"sulfur dioxide, urban air close to ground",{96F69EBB-CE37-49BA-B6EA-B6A87D818838},Emissions/ air/ urban air close to ground,kg,=,,Sulfur dioxide,,emission/air/troposphere/urban/ground-level,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"sulfur dioxide, urban high stacks",{27A879CD-5772-421C-95DF-353ABA04E654},Emissions/ air/ urban high stacks,kg,=,,Sulfur dioxide,,emission/air/troposphere/urban/high,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"sulfur dioxide, non-urban",{BD53CEB0-5A27-4171-AF0E-C3147D3C86CF},Emissions/ air/ non-urban,kg,=,,Sulfur dioxide,,emission/air/troposphere/rural,kg,Edelen,Hottle,7/10/2020,,,,CAS Match,,1
IDEA,"SOx, urban high stacks",{AEDEA5CE-4F0B-4BC8-8227-EF8EDAB9F700},Emissions/ air/ urban high stacks,kg,=,,Sulfur oxides,,emission/air/troposphere/urban/high,kg,Edelen,Hottle,7/10/2020,,,,Manual Match,,1
IDEA,"SOx, non-urban",{784CBCFC-A0E7-4540-8C9D-55B281DFF448},Emissions/ air/ non-urban,kg,=,,Sulfur oxides,,emission/air/troposphere/rural,kg,Edelen,Hottle,7/10/2020,,,,Manual Match,,1
IDEA,marble,{608E3259-6667-4E90-B1D4-A60FEF29E844},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,"Potential add to list, defined by mindat.org",,0
IDEA,Mineral resources from the ground of the other,{B0225E0C-CCA9-4719-B2A9-CBCAEC60D480},Resources/ ground/ Non-renewable material resources,kg,,,[unmapped],,,,,,,,,,Unidentifiable Geological Flow,,0
IDEA,3-amino-1-propene,{9FE09DCF-FA33-40A9-B659-BB8FA6E7AA07},Emissions/ air/ unspecified,kg,=,,Allylamine,,emission/air,kg,Edelen,Hottle,7/10/2020,,000107-11-9,107119,CAS Match,,1
IDEA,"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5(4H)-one",{0B628094-2AB9-405E-BB89-032C2EF098F3},Emissions/ ground/ unspecified,kg,=,,Metamitron,,emission/ground,kg,Edelen,Hottle,7/10/2020,,041394-05-2,41394052,CAS Match,,1
IDEA,allyl alcohol,{F3140F82-7833-4D17-B697-32E41FD9C347},Emissions/ water/ unspecified,kg,=,,2-Propen-1-ol,,emission/water,kg,Edelen,Hottle,7/10/2020,,000107-18-6,107186,CAS Match,,1
IDEA,allyl alcohol,{B32DEE35-C055-42FC-9C4E-67AD2A354D90},Emissions/ air/ unspecified,kg,=,,2-Propen-1-ol,,emission/air,kg,Edelen,Hottle,7/10/2020,,000107-18-6,107186,CAS Match,,1
IDEA,"1-allyloxy-2,3-epoxypropane",{5EE6BB55-7798-438A-A99C-7CDBD4DEE77B},Emissions/ air/ unspecified,kg,=,,Allyl glycidyl ether,,emission/air,kg,Edelen,Hottle,7/10/2020,,000106-92-3,106923,CAS Match,,1
IDEA,forest to transport artery,{B89436CF-443D-49E7-A5F9-6EF78C30A2E0},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,forest to rice paddy,{68E2E5AB-E430-4463-9B61-8BDF2B00F12D},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,antimony and its compounds,{F9CA163C-154D-4063-B523-84DF52FFD8D8},Emissions/ water/ unspecified,kg,=,,Antimony compounds,,emission/water,kg,Edelen,,7/10/2020,,007440-36-0,7440360,"Manual match better, CAS match only to single element not compounds","cas matches, we also have antimony compounds in our list",1
IDEA,forest to building site,{14C2654A-C3CD-4286-A48C-0EA937910CC1},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,forest to orchard,{0AA95B01-C686-4AE2-99D7-76BD4D8077B8},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,"forest to arable, except rice paddy",{021139BE-8A60-47A1-AC44-0AD4FBAC2930},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,dump yard,{2B279A54-09EC-4A8F-BCCD-E4EF6B7A2D75},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,divinyl benzene,{1D01197B-2975-4010-AA9A-ECE05EF602FF},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,001321-74-0,1321740,Potential add to list,,0
IDEA,forest to forest,{E65BBE8B-AC5C-4914-9386-5E404252634A},Resources/ land use/ Land transformation,m2,,,[unmapped],,,,,,,,,,"Not an EF, Transformation flow",,0
IDEA,acrylamide,{27281820-E889-423F-8A39-3095E8F04305},Emissions/ water/ unspecified,kg,=,,Acrylamide,,emission/water,kg,Edelen,Hottle,7/10/2020,,000079-06-1,79061,CAS Match,,1
IDEA,ethyl acrylate,{382378C7-356F-416C-B25B-68E6869220BE},Emissions/ water/ unspecified,kg,=,,Ethyl acrylate,,emission/water,kg,Edelen,Hottle,7/10/2020,,000140-88-5,140885,CAS Match,,1
IDEA,acrylic acid and its water-soluble salts,{F393674C-2A6B-4974-B7FD-759372FCFA97},Emissions/ water/ unspecified,kg,=,,Acrylic acid,,emission/water,kg,Edelen,Hottle,7/10/2020,,000079-10-7,79107,CAS Match,,1
IDEA,2-(dimethylamino)ethyl acrylate,{B89CD4C1-8F2F-4D05-9F1C-2C1E4270D7E2},Emissions/ air/ unspecified,kg,=,,2-(Dimethylamino)ethyl acrylate,,emission/air,kg,Edelen,Hottle,7/10/2020,,002439-35-2,2439352,CAS Match,,1
IDEA,2-hydroxyethyl acrylate,{804B7BFF-8384-4CB0-9CB7-B9E38C83C3AC},Emissions/ water/ unspecified,kg,=,,2-Hydroxyethyl acrylate,,emission/water,kg,Edelen,Hottle,7/10/2020,,000818-61-1,818611,CAS Match,,1
IDEA,2-hydroxyethyl acrylate,{C0588553-655B-49DF-A99B-2E8CCEFDB78B},Emissions/ air/ unspecified,kg,=,,2-Hydroxyethyl acrylate,,emission/air,kg,Edelen,Hottle,7/10/2020,,000818-61-1,818611,CAS Match,,1
IDEA,n-butyl acrylate,{E06B11A2-A7D7-4CD1-AAAF-5E6066F9C04E},Emissions/ water/ unspecified,kg,=,,Butyl acrylate,,emission/water,kg,Edelen,Hottle,7/10/2020,,000141-32-2,141322,CAS Match,,1
IDEA,methyl acrylate,{289D6828-03A3-46FF-91E6-6EE6389BC762},Emissions/ water/ unspecified,kg,=,,Methyl acrylate,,emission/water,kg,Edelen,Hottle,7/10/2020,,000096-33-3,96333,CAS Match,,1
IDEA,acrylonitrile,{111C489F-7100-418C-8D63-826899583C92},Emissions/ air/ unspecified,kg,=,,Acrylonitrile,,emission/air,kg,Edelen,Hottle,7/10/2020,,000107-13-1,107131,CAS Match,,1
IDEA,acrylonitrile,{7FF71878-9A07-435A-9BA8-EAE78B0B2A72},Emissions/ water/ unspecified,kg,=,,Acrylonitrile,,emission/water,kg,Edelen,Hottle,7/10/2020,,000107-13-1,107131,CAS Match,,1
IDEA,acrolein,{D82B4FBB-4279-4754-B669-CCA2CE6D5296},Emissions/ water/ unspecified,kg,=,,Acrolein,,emission/water,kg,Edelen,Hottle,7/10/2020,,000107-02-8,107028,CAS Match,,1
IDEA,sodium azide,{B826EF8A-FA01-4ABD-83F1-38C952ED30B7},Emissions/ water/ unspecified,kg,=,,Sodium azide,,emission/water,kg,Edelen,Hottle,7/10/2020,,026628-22-8,26628228,CAS Match,,1
IDEA,acetaldehyde,{DCA7D58A-D60A-46A0-8682-5DBFC9A47F82},Emissions/ water/ unspecified,kg,=,,Acetaldehyde,,emission/water,kg,Edelen,Hottle,7/10/2020,,000075-07-0,75070,CAS Match,,1
IDEA,acetonitrile,{CED132FB-87B6-4C5E-917D-417FBF4E4350},Emissions/ air/ unspecified,kg,=,,Acetonitrile,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-05-8,75058,CAS Match,,1
IDEA,acetonitrile,{287E3635-4FD5-4301-99BB-E00ADD1D5C31},Emissions/ water/ unspecified,kg,=,,Acetonitrile,,emission/water,kg,Edelen,Hottle,7/10/2020,,000075-05-8,75058,CAS Match,,1
IDEA,acetone cyanohydrin,{658B5A71-98B7-42CF-B824-5B65CC67BF91},Emissions/ air/ unspecified,kg,=,,Acetone cyanohydrin,,emission/air,kg,Edelen,Hottle,7/10/2020,,000075-86-5,75865,CAS Match,,1
IDEA,n-alkylbenzenesulfonic acid and its salts(alkyl C=10-14),{C73937AB-931D-483E-964F-3B4C2098100F},Emissions/ water/ unspecified,kg,,,[unmapped],,,,,,,,casなし30,casなし30,Unidentifiable group,,0
IDEA,n-alkylbenzenesulfonic acid and its salts(alkyl C=10-14),{F7A4D29B-17C7-4155-A631-9097A30F501F},Emissions/ air/ unspecified,kg,,,[unmapped],,,,,,,,casなし30,casなし30,Unidentifiable group,,0
IDEA,o-anisidine,{BA46C7B0-DF37-4E8A-A423-9A8CF7C59344},Emissions/ water/ unspecified,kg,=,,o-Anisidine,,emission/water,kg,Edelen,Hottle,7/10/2020,,000090-04-0,90040,CAS Match,,1
IDEA,o-anisidine,{1F8D3795-9710-4A4D-81E3-71D53603F2CF},Emissions/ air/ unspecified,kg,=,,o-Anisidine,,emission/air,kg,Edelen,Hottle,7/10/2020,,000090-04-0,90040,CAS Match,,1
IDEA,aniline,{04D47958-8A95-4FBA-97FE-75D1DAB7A886},Emissions/ water/ unspecified,kg,=,,Aniline,,emission/water,kg,Edelen,Hottle,7/10/2020,,000062-53-3,62533,CAS Match,,1
IDEA,2-aminoethanol,{2B285DCB-A3B5-4FEB-A78B-A7C40E0DBBED},Emissions/ water/ unspecified,kg,=,,Ethanolamine,,emission/water,kg,Edelen,Hottle,7/10/2020,,000141-43-5,141435,CAS Match,,1
IDEA,5-amino-4-chloro-2-phenylpyridazin-3(2H)-one,{C5049D4B-E3E4-41A8-8F6F-FDAEBDC61CE9},Emissions/ ground/ unspecified,kg,=,,Pyrazon,,emission/ground,kg,Edelen,Hottle,7/10/2020,,001698-60-8,1698608,CAS Match,,1
IDEA,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",{9EA15367-0BD7-49B3-80FE-FF5DBCBCE983},Emissions/ ground/ unspecified,kg,=,,Fipronil,,emission/ground,kg,Edelen,Hottle,7/10/2020,,120068-37-3,120068373,CAS Match,,1
IDEA,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",{381C6537-41B9-4EA2-8FAE-ED79031FEE1B},Emissions/ water/ unspecified,kg,=,,Fipronil,,emission/water,kg,Edelen,Hottle,7/10/2020,,120068-37-3,120068373,CAS Match,,1
IDEA,p-aminophenol,{05C902F4-0464-4E11-A98A-833A05BB0580},Emissions/ water/ unspecified,kg,=,,p-Aminophenol,,emission/water,kg,Edelen,Hottle,7/10/2020,,000123-30-8,123308,CAS Match,,1
IDEA,m-aminophenol,{B8FA0936-A9B5-43E3-95AE-C653849CA0B3},Emissions/ air/ unspecified,kg,=,,3-Aminophenol,,emission/air,kg,Edelen,Hottle,7/10/2020,,000591-27-5,591275,CAS Match,,1
IDEA,m-aminophenol,{A16E12FD-70EE-4F7C-B319-3C6EFFFC9432},Emissions/ water/ unspecified,kg,=,,3-Aminophenol,,emission/water,kg,Edelen,Hottle,7/10/2020,,000591-27-5,591275,CAS Match,,1
IDEA,"4-amino-6-tert-butyl-3-methylthio-1,2,4-triazin-5(4H)-one",{DB3E2709-8C64-4C32-B495-E1185A476DFF},Emissions/ ground/ unspecified,kg,=,,Metribuzin,,emission/ground,kg,Edelen,Hottle,7/10/2020,,021087-64-9,21087649,CAS Match,,1
IDEA,antimony and its compounds,{1334E4C9-4EA6-4F6C-960D-87477A9638AC},Emissions/ ground/ unspecified,kg,=,,Antimony compounds,,emission/ground,kg,Edelen,,7/10/2020,,007440-36-0,7440360,"Manual match better, CAS match only to single element not compounds","cas matches, we also have antimony compounds in our list",1
IDEA,"3-isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate",{60365C67-B91B-4C3B-933B-426123A226CA},Emissions/ air/ unspecified,kg,=,,Isophorone diisocyanate,,emission/air,kg,Edelen,Hottle,7/10/2020,,004098-71-9,4098719,CAS Match,,1
IDEA,"3-isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate",{508B2760-DF7B-4341-A046-955EC6423C1E},Emissions/ water/ unspecified,kg,=,,Isophorone diisocyanate,,emission/water,kg,Edelen,Hottle,7/10/2020,,004098-71-9,4098719,CAS Match,,1
IDEA,isobutyraldehyde,{C7A95584-BB6D-4DFF-9235-0695BA5BE71F},Emissions/ water/ unspecified,kg,=,,Isobutyraldehyde,,emission/water,kg,Edelen,Hottle,7/10/2020,,000078-84-2,78842,CAS Match,,1
